C,comp_time,outlier_ratio,test_accuracy,trial
0.04,0.0004420280456542969,0.0,0.9785,4.0
0.008,0.0006508827209472656,0.0,0.981,4.0
0.0016,0.0006191730499267578,0.0,0.9825,4.0
625.0,0.0004220008850097656,0.0,0.982,5.0
125.0,0.00038909912109375,0.0,0.982,5.0
25.0,0.0005240440368652344,0.0,0.982,5.0
5.0,0.0004909038543701172,0.0,0.982,5.0
1.0,0.00041604042053222656,0.0,0.982,5.0
0.2,0.0005350112915039062,0.0,0.98,5.0
0.04,0.0004680156707763672,0.0,0.981,5.0
0.008,0.0005209445953369141,0.0,0.9825,5.0
0.0016,0.000514984130859375,0.0,0.983,5.0
625.0,0.0005750656127929688,0.0,0.9675,6.0
125.0,0.0005178451538085938,0.0,0.9675,6.0
25.0,0.0008029937744140625,0.0,0.9675,6.0
5.0,0.0005128383636474609,0.0,0.9675,6.0
1.0,0.0006291866302490234,0.0,0.9695,6.0
0.2,0.0004420280456542969,0.0,0.975,6.0
0.04,0.0004649162292480469,0.0,0.9825,6.0
0.008,0.0006139278411865234,0.0,0.984,6.0
0.0016,0.0006291866302490234,0.0,0.983,6.0
625.0,0.0004100799560546875,0.0,0.9675,7.0
125.0,0.0005118846893310547,0.0,0.9675,7.0
25.0,0.00047087669372558594,0.0,0.9675,7.0
5.0,0.00045180320739746094,0.0,0.9675,7.0
1.0,0.0007100105285644531,0.0,0.974,7.0
0.2,0.0005228519439697266,0.0,0.977,7.0
0.04,0.0005240440368652344,0.0,0.981,7.0
0.008,0.0009241104125976562,0.0,0.9785,7.0
0.0016,0.0005540847778320312,0.0,0.9765,7.0
625.0,0.017663002014160156,0.0,0.985,8.0
125.0,0.0041768550872802734,0.0,0.985,8.0
25.0,0.001705169677734375,0.0,0.985,8.0
5.0,0.0006151199340820312,0.0,0.985,8.0
1.0,0.0006890296936035156,0.0,0.983,8.0
0.2,0.0006058216094970703,0.0,0.984,8.0
0.04,0.0005991458892822266,0.0,0.9825,8.0
0.008,0.0005240440368652344,0.0,0.9855,8.0
0.0016,0.0005440711975097656,0.0,0.9835,8.0
625.0,0.00045609474182128906,0.0,0.9815,9.0
125.0,0.0006189346313476562,0.0,0.9815,9.0
25.0,0.0008511543273925781,0.0,0.9815,9.0
5.0,0.0005040168762207031,0.0,0.9815,9.0
1.0,0.0006639957427978516,0.0,0.982,9.0
0.2,0.0006711483001708984,0.0,0.979,9.0
0.04,0.00039887428283691406,0.0,0.9775,9.0
0.008,0.0006048679351806641,0.0,0.98,9.0
0.0016,0.0006010532379150391,0.0,0.9805,9.0
625.0,0.0004558563232421875,0.0,0.9875,10.0
125.0,0.0005021095275878906,0.0,0.988,10.0
25.0,0.0004429817199707031,0.0,0.9875,10.0
5.0,0.0005891323089599609,0.0,0.988,10.0
1.0,0.0004417896270751953,0.0,0.9885,10.0
0.2,0.0006520748138427734,0.0,0.985,10.0
0.04,0.0004279613494873047,0.0,0.9825,10.0
0.008,0.0005190372467041016,0.0,0.986,10.0
0.0016,0.0005669593811035156,0.0,0.983,10.0
625.0,0.0004851818084716797,0.0,0.977,11.0
125.0,0.0005118846893310547,0.0,0.977,11.0
25.0,0.0004639625549316406,0.0,0.977,11.0
5.0,0.0005438327789306641,0.0,0.977,11.0
1.0,0.0006048679351806641,0.0,0.979,11.0
0.2,0.00044918060302734375,0.0,0.976,11.0
0.04,0.0005788803100585938,0.0,0.9785,11.0
0.008,0.00043487548828125,0.0,0.9795,11.0
0.0016,0.0006129741668701172,0.0,0.981,11.0
625.0,0.0005278587341308594,0.0,0.982,12.0
125.0,0.0004718303680419922,0.0,0.982,12.0
25.0,0.0006539821624755859,0.0,0.982,12.0
5.0,0.0006511211395263672,0.0,0.982,12.0
1.0,0.00048804283142089844,0.0,0.982,12.0
0.2,0.0005009174346923828,0.0,0.982,12.0
0.04,0.0005731582641601562,0.0,0.982,12.0
0.008,0.0005879402160644531,0.0,0.987,12.0
0.0016,0.0006580352783203125,0.0,0.989,12.0
625.0,0.0005550384521484375,0.0,0.963,13.0
125.0,0.0005400180816650391,0.0,0.963,13.0
25.0,0.000537872314453125,0.0,0.963,13.0
5.0,0.0006821155548095703,0.0,0.963,13.0
1.0,0.0005309581756591797,0.0,0.975,13.0
0.2,0.0005948543548583984,0.0,0.9785,13.0
0.04,0.0004260540008544922,0.0,0.9785,13.0
0.008,0.0005388259887695312,0.0,0.9765,13.0
0.0016,0.0005800724029541016,0.0,0.9775,13.0
625.0,0.009260177612304688,0.0,0.9735,14.0
125.0,0.004307985305786133,0.0,0.9735,14.0
25.0,0.0011069774627685547,0.0,0.9735,14.0
5.0,0.0007338523864746094,0.0,0.9745,14.0
1.0,0.0008151531219482422,0.0,0.978,14.0
0.2,0.0004899501800537109,0.0,0.9785,14.0
0.04,0.0009679794311523438,0.0,0.9805,14.0
0.008,0.0004930496215820312,0.0,0.98,14.0
0.0016,0.0005800724029541016,0.0,0.977,14.0
625.0,0.0005230903625488281,0.0,0.9525,15.0
125.0,0.0006170272827148438,0.0,0.9525,15.0
25.0,0.0005338191986083984,0.0,0.9525,15.0
5.0,0.00046896934509277344,0.0,0.9525,15.0
1.0,0.00048804283142089844,0.0,0.9595,15.0
0.2,0.000759124755859375,0.0,0.9685,15.0
0.04,0.0005490779876708984,0.0,0.9705,15.0
0.008,0.0004780292510986328,0.0,0.9745,15.0
0.0016,0.0005018711090087891,0.0,0.9745,15.0
625.0,0.009546041488647461,0.0,0.982,16.0
125.0,0.0025899410247802734,0.0,0.982,16.0
25.0,0.0009748935699462891,0.0,0.982,16.0
5.0,0.0007789134979248047,0.0,0.982,16.0
1.0,0.0005779266357421875,0.0,0.985,16.0
0.2,0.0006630420684814453,0.0,0.9875,16.0
0.04,0.0004470348358154297,0.0,0.9875,16.0
0.008,0.0005338191986083984,0.0,0.985,16.0
0.0016,0.0006411075592041016,0.0,0.988,16.0
625.0,0.11059713363647461,0.0,0.966,17.0
125.0,0.03295612335205078,0.0,0.966,17.0
25.0,0.0011310577392578125,0.0,0.966,17.0
5.0,0.0007469654083251953,0.0,0.963,17.0
1.0,0.0004699230194091797,0.0,0.965,17.0
0.2,0.0004680156707763672,0.0,0.9775,17.0
0.04,0.0009708404541015625,0.0,0.9775,17.0
0.008,0.0006690025329589844,0.0,0.9755,17.0
0.0016,0.0005450248718261719,0.0,0.9745,17.0
625.0,0.04636788368225098,0.0,0.9765,18.0
125.0,0.010938167572021484,0.0,0.9765,18.0
25.0,0.0026941299438476562,0.0,0.9765,18.0
5.0,0.0010869503021240234,0.0,0.9765,18.0
1.0,0.0006320476531982422,0.0,0.9765,18.0
0.2,0.0005278587341308594,0.0,0.9765,18.0
0.04,0.0004971027374267578,0.0,0.9725,18.0
0.008,0.0005478858947753906,0.0,0.9775,18.0
0.0016,0.0005099773406982422,0.0,0.979,18.0
625.0,0.0005688667297363281,0.0,0.98,19.0
125.0,0.000431060791015625,0.0,0.98,19.0
25.0,0.0005388259887695312,0.0,0.98,19.0
5.0,0.0003991127014160156,0.0,0.98,19.0
1.0,0.0005049705505371094,0.0,0.98,19.0
0.2,0.00042319297790527344,0.0,0.979,19.0
0.04,0.0005450248718261719,0.0,0.98,19.0
0.008,0.0007030963897705078,0.0,0.979,19.0
0.0016,0.0005869865417480469,0.0,0.975,19.0
625.0,0.0006771087646484375,0.0,0.9795,20.0
125.0,0.0005269050598144531,0.0,0.9795,20.0
25.0,0.0005829334259033203,0.0,0.9795,20.0
5.0,0.0005650520324707031,0.0,0.9795,20.0
1.0,0.0005140304565429688,0.0,0.9815,20.0
0.2,0.0005600452423095703,0.0,0.982,20.0
0.04,0.0004241466522216797,0.0,0.9815,20.0
0.008,0.0005009174346923828,0.0,0.98,20.0
0.0016,0.0005390644073486328,0.0,0.9795,20.0
625.0,0.0021419525146484375,0.0,0.976,21.0
125.0,0.0007100105285644531,0.0,0.976,21.0
25.0,0.0005321502685546875,0.0,0.976,21.0
5.0,0.0005080699920654297,0.0,0.976,21.0
1.0,0.0007970333099365234,0.0,0.9795,21.0
0.2,0.0005278587341308594,0.0,0.986,21.0
0.04,0.0005340576171875,0.0,0.986,21.0
0.008,0.00045800209045410156,0.0,0.984,21.0
0.0016,0.0007159709930419922,0.0,0.986,21.0
625.0,0.011738061904907227,0.0,0.982,22.0
125.0,0.0033948421478271484,0.0,0.982,22.0
25.0,0.0014030933380126953,0.0,0.982,22.0
5.0,0.0007300376892089844,0.0,0.982,22.0
1.0,0.0008349418640136719,0.0,0.982,22.0
0.2,0.000453948974609375,0.0,0.984,22.0
0.04,0.00046706199645996094,0.0,0.9895,22.0
0.008,0.0006530284881591797,0.0,0.99,22.0
0.0016,0.0006060600280761719,0.0,0.989,22.0
625.0,0.0006258487701416016,0.0,0.966,23.0
125.0,0.0005190372467041016,0.0,0.966,23.0
25.0,0.0005118846893310547,0.0,0.966,23.0
5.0,0.0005578994750976562,0.0,0.966,23.0
1.0,0.000598907470703125,0.0,0.975,23.0
0.2,0.0007948875427246094,0.0,0.9805,23.0
0.04,0.00047087669372558594,0.0,0.977,23.0
0.008,0.0005869865417480469,0.0,0.9795,23.0
0.0016,0.0007410049438476562,0.0,0.9735,23.0
625.0,0.0004661083221435547,0.0,0.9805,24.0
125.0,0.0005030632019042969,0.0,0.9805,24.0
25.0,0.0005488395690917969,0.0,0.9805,24.0
5.0,0.0004279613494873047,0.0,0.9805,24.0
1.0,0.0004889965057373047,0.0,0.983,24.0
0.2,0.0004298686981201172,0.0,0.9855,24.0
0.04,0.0005538463592529297,0.0,0.9875,24.0
0.008,0.0005280971527099609,0.0,0.985,24.0
0.0016,0.0005979537963867188,0.0,0.986,24.0
625.0,0.019215822219848633,0.0,0.971,25.0
125.0,0.004565000534057617,0.0,0.971,25.0
25.0,0.0018239021301269531,0.0,0.971,25.0
5.0,0.0008280277252197266,0.0,0.971,25.0
1.0,0.0006389617919921875,0.0,0.982,25.0
0.2,0.0005600452423095703,0.0,0.983,25.0
0.04,0.0004811286926269531,0.0,0.98,25.0
0.008,0.0005030632019042969,0.0,0.983,25.0
0.0016,0.0005228519439697266,0.0,0.9825,25.0
625.0,0.0018978118896484375,0.0,0.981,26.0
125.0,0.0015850067138671875,0.0,0.981,26.0
25.0,0.0014438629150390625,0.0,0.981,26.0
5.0,0.0011358261108398438,0.0,0.981,26.0
1.0,0.0006549358367919922,0.0,0.9805,26.0
0.2,0.0005578994750976562,0.0,0.986,26.0
0.04,0.0007290840148925781,0.0,0.981,26.0
0.008,0.0005340576171875,0.0,0.9855,26.0
0.0016,0.0006167888641357422,0.0,0.982,26.0
625.0,0.0006120204925537109,0.0,0.977,27.0
125.0,0.000492095947265625,0.0,0.977,27.0
25.0,0.0007789134979248047,0.0,0.977,27.0
5.0,0.0007839202880859375,0.0,0.977,27.0
1.0,0.0005331039428710938,0.0,0.979,27.0
0.2,0.0004410743713378906,0.0,0.978,27.0
0.04,0.00046896934509277344,0.0,0.981,27.0
0.008,0.0005700588226318359,0.0,0.9805,27.0
0.0016,0.00046706199645996094,0.0,0.98,27.0
625.0,0.011896133422851562,0.0,0.975,28.0
125.0,0.004535198211669922,0.0,0.975,28.0
25.0,0.0014090538024902344,0.0,0.975,28.0
5.0,0.0005288124084472656,0.0,0.9735,28.0
1.0,0.0004839897155761719,0.0,0.973,28.0
0.2,0.0004630088806152344,0.0,0.974,28.0
0.04,0.0007469654083251953,0.0,0.9765,28.0
0.008,0.0005278587341308594,0.0,0.9785,28.0
0.0016,0.0004749298095703125,0.0,0.9765,28.0
625.0,0.0005848407745361328,0.0,0.9705,29.0
125.0,0.0005049705505371094,0.0,0.9705,29.0
25.0,0.0004658699035644531,0.0,0.9705,29.0
5.0,0.0006000995635986328,0.0,0.9705,29.0
1.0,0.0004038810729980469,0.0,0.9705,29.0
0.2,0.0006508827209472656,0.0,0.9775,29.0
0.04,0.0005469322204589844,0.0,0.975,29.0
0.008,0.0004868507385253906,0.0,0.975,29.0
0.0016,0.0005099773406982422,0.0,0.9755,29.0
625.0,0.0006251335144042969,0.0,0.9645,30.0
125.0,0.0005228519439697266,0.0,0.9645,30.0
25.0,0.0004551410675048828,0.0,0.9645,30.0
5.0,0.0004658699035644531,0.0,0.9645,30.0
1.0,0.0005581378936767578,0.0,0.9645,30.0
0.2,0.0006539821624755859,0.0,0.97,30.0
0.04,0.0006721019744873047,0.0,0.9785,30.0
0.008,0.0004940032958984375,0.0,0.9795,30.0
0.0016,0.0005538463592529297,0.0,0.9805,30.0
625.0,0.0006349086761474609,0.0,0.9765,31.0
125.0,0.0005640983581542969,0.0,0.9765,31.0
25.0,0.0004980564117431641,0.0,0.9765,31.0
5.0,0.0005559921264648438,0.0,0.9765,31.0
1.0,0.0005118846893310547,0.0,0.977,31.0
0.2,0.0010030269622802734,0.0,0.979,31.0
0.04,0.0005519390106201172,0.0,0.976,31.0
0.008,0.00043702125549316406,0.0,0.9785,31.0
0.0016,0.00067901611328125,0.0,0.9805,31.0
625.0,0.021631956100463867,0.0,0.9765,32.0
125.0,0.005408048629760742,0.0,0.9765,32.0
25.0,0.002104043960571289,0.0,0.9765,32.0
5.0,0.0008361339569091797,0.0,0.9765,32.0
1.0,0.0006630420684814453,0.0,0.9785,32.0
0.2,0.0005590915679931641,0.0,0.9775,32.0
0.04,0.0004100799560546875,0.0,0.979,32.0
0.008,0.00047898292541503906,0.0,0.9805,32.0
0.0016,0.0005021095275878906,0.0,0.9805,32.0
625.0,0.007411956787109375,0.0,0.974,33.0
125.0,0.001882791519165039,0.0,0.9745,33.0
25.0,0.0008819103240966797,0.0,0.9755,33.0
5.0,0.0008790493011474609,0.0,0.9755,33.0
1.0,0.0006167888641357422,0.0,0.976,33.0
0.2,0.0008218288421630859,0.0,0.9855,33.0
0.04,0.00046706199645996094,0.0,0.986,33.0
0.008,0.00042510032653808594,0.0,0.9855,33.0
0.0016,0.0005757808685302734,0.0,0.9845,33.0
625.0,0.04028916358947754,0.0,0.9855,34.0
125.0,0.009263992309570312,0.0,0.9855,34.0
25.0,0.0034689903259277344,0.0,0.9855,34.0
5.0,0.0008859634399414062,0.0,0.9855,34.0
1.0,0.0006480216979980469,0.0,0.9855,34.0
0.2,0.0004420280456542969,0.0,0.9845,34.0
0.04,0.0004870891571044922,0.0,0.985,34.0
0.008,0.0005609989166259766,0.0,0.9855,34.0
0.0016,0.0005249977111816406,0.0,0.985,34.0
625.0,0.07560396194458008,0.0,0.984,35.0
125.0,0.01755809783935547,0.0,0.984,35.0
25.0,0.004534006118774414,0.0,0.9855,35.0
5.0,0.001268148422241211,0.0,0.9855,35.0
1.0,0.0008890628814697266,0.0,0.9835,35.0
0.2,0.0005462169647216797,0.0,0.9815,35.0
0.04,0.0005578994750976562,0.0,0.983,35.0
0.008,0.0004820823669433594,0.0,0.9835,35.0
0.0016,0.0005719661712646484,0.0,0.978,35.0
625.0,0.002115011215209961,0.0,0.971,36.0
125.0,0.0010519027709960938,0.0,0.971,36.0
25.0,0.0006320476531982422,0.0,0.971,36.0
5.0,0.0005469322204589844,0.0,0.971,36.0
1.0,0.0007519721984863281,0.0,0.9705,36.0
0.2,0.0004649162292480469,0.0,0.977,36.0
0.04,0.0005168914794921875,0.0,0.9765,36.0
0.008,0.0004639625549316406,0.0,0.987,36.0
0.0016,0.0004780292510986328,0.0,0.9825,36.0
625.0,0.0011839866638183594,0.0,0.976,37.0
125.0,0.001850128173828125,0.0,0.98,37.0
25.0,0.0008020401000976562,0.0,0.9825,37.0
5.0,0.0006320476531982422,0.0,0.9845,37.0
1.0,0.0005409717559814453,0.0,0.985,37.0
0.2,0.0005710124969482422,0.0,0.9845,37.0
0.04,0.0006718635559082031,0.0,0.9825,37.0
0.008,0.0005660057067871094,0.0,0.984,37.0
0.0016,0.0005109310150146484,0.0,0.984,37.0
625.0,0.0005691051483154297,0.0,0.983,38.0
125.0,0.0007140636444091797,0.0,0.983,38.0
25.0,0.0007131099700927734,0.0,0.983,38.0
5.0,0.0006518363952636719,0.0,0.9805,38.0
1.0,0.0005099773406982422,0.0,0.9865,38.0
0.2,0.0007410049438476562,0.0,0.988,38.0
0.04,0.0004811286926269531,0.0,0.9875,38.0
0.008,0.0006680488586425781,0.0,0.9865,38.0
0.0016,0.0005319118499755859,0.0,0.989,38.0
625.0,0.0007970333099365234,0.0,0.986,39.0
125.0,0.0005290508270263672,0.0,0.986,39.0
25.0,0.0006568431854248047,0.0,0.986,39.0
5.0,0.0007731914520263672,0.0,0.986,39.0
1.0,0.0004680156707763672,0.0,0.9845,39.0
0.2,0.0007390975952148438,0.0,0.9865,39.0
0.04,0.0004830360412597656,0.0,0.9855,39.0
0.008,0.00067901611328125,0.0,0.986,39.0
0.0016,0.0005419254302978516,0.0,0.985,39.0
625.0,0.008161067962646484,0.0,0.978,40.0
125.0,0.0026941299438476562,0.0,0.978,40.0
25.0,0.0009160041809082031,0.0,0.978,40.0
5.0,0.0005831718444824219,0.0,0.979,40.0
1.0,0.0005350112915039062,0.0,0.979,40.0
0.2,0.0005469322204589844,0.0,0.979,40.0
0.04,0.0004458427429199219,0.0,0.9805,40.0
0.008,0.0005390644073486328,0.0,0.981,40.0
0.0016,0.0006079673767089844,0.0,0.982,40.0
625.0,0.0009388923645019531,0.0,0.9805,41.0
125.0,0.0009629726409912109,0.0,0.9805,41.0
25.0,0.0007519721984863281,0.0,0.9805,41.0
5.0,0.0006630420684814453,0.0,0.978,41.0
1.0,0.0006020069122314453,0.0,0.9795,41.0
0.2,0.0005471706390380859,0.0,0.981,41.0
0.04,0.0003998279571533203,0.0,0.98,41.0
0.008,0.0010678768157958984,0.0,0.9815,41.0
0.0016,0.0006639957427978516,0.0,0.981,41.0
625.0,0.0006039142608642578,0.0,0.986,42.0
125.0,0.00048804283142089844,0.0,0.986,42.0
25.0,0.0007390975952148438,0.0,0.986,42.0
5.0,0.0006148815155029297,0.0,0.986,42.0
1.0,0.0007939338684082031,0.0,0.986,42.0
0.2,0.0006549358367919922,0.0,0.9875,42.0
0.04,0.0005550384521484375,0.0,0.9855,42.0
0.008,0.0005280971527099609,0.0,0.987,42.0
0.0016,0.0005300045013427734,0.0,0.985,42.0
625.0,0.027205944061279297,0.0,0.983,43.0
125.0,0.004839897155761719,0.0,0.983,43.0
25.0,0.002107858657836914,0.0,0.983,43.0
5.0,0.00067901611328125,0.0,0.983,43.0
1.0,0.0007491111755371094,0.0,0.983,43.0
0.2,0.0006489753723144531,0.0,0.9815,43.0
0.04,0.0005049705505371094,0.0,0.9805,43.0
0.008,0.0005559921264648438,0.0,0.982,43.0
0.0016,0.0004990100860595703,0.0,0.982,43.0
625.0,0.0004620552062988281,0.0,0.9785,44.0
125.0,0.0004818439483642578,0.0,0.9785,44.0
25.0,0.0006070137023925781,0.0,0.9785,44.0
5.0,0.0005278587341308594,0.0,0.9785,44.0
1.0,0.0004911422729492188,0.0,0.9725,44.0
0.2,0.0006620883941650391,0.0,0.977,44.0
0.04,0.000598907470703125,0.0,0.9805,44.0
0.008,0.0005128383636474609,0.0,0.982,44.0
0.0016,0.0011060237884521484,0.0,0.9825,44.0
625.0,0.0006089210510253906,0.0,0.9555,45.0
125.0,0.0005540847778320312,0.0,0.9555,45.0
25.0,0.0004811286926269531,0.0,0.9555,45.0
5.0,0.0004911422729492188,0.0,0.955,45.0
1.0,0.0005509853363037109,0.0,0.9655,45.0
0.2,0.0005211830139160156,0.0,0.969,45.0
0.04,0.0005340576171875,0.0,0.9785,45.0
0.008,0.000598907470703125,0.0,0.9805,45.0
0.0016,0.0006539821624755859,0.0,0.9795,45.0
625.0,0.0006120204925537109,0.0,0.975,46.0
125.0,0.0006079673767089844,0.0,0.975,46.0
25.0,0.0005588531494140625,0.0,0.975,46.0
5.0,0.0005428791046142578,0.0,0.975,46.0
1.0,0.0006639957427978516,0.0,0.971,46.0
0.2,0.0004489421844482422,0.0,0.967,46.0
0.04,0.0003879070281982422,0.0,0.977,46.0
0.008,0.0005171298980712891,0.0,0.979,46.0
0.0016,0.0005300045013427734,0.0,0.978,46.0
625.0,0.19864702224731445,0.0,0.975,47.0
125.0,0.042909860610961914,0.0,0.975,47.0
25.0,0.009554147720336914,0.0,0.975,47.0
5.0,0.003010988235473633,0.0,0.975,47.0
1.0,0.0018019676208496094,0.0,0.975,47.0
0.2,0.000762939453125,0.0,0.9735,47.0
0.04,0.0006229877471923828,0.0,0.9745,47.0
0.008,0.0005631446838378906,0.0,0.9775,47.0
0.0016,0.0005650520324707031,0.0,0.973,47.0
625.0,0.016451120376586914,0.0,0.9805,48.0
125.0,0.005142927169799805,0.0,0.9805,48.0
25.0,0.0009829998016357422,0.0,0.98,48.0
5.0,0.0005052089691162109,0.0,0.9805,48.0
1.0,0.0005328655242919922,0.0,0.9805,48.0
0.2,0.0005230903625488281,0.0,0.9775,48.0
0.04,0.0006380081176757812,0.0,0.9805,48.0
0.008,0.000476837158203125,0.0,0.98,48.0
0.0016,0.0004839897155761719,0.0,0.9795,48.0
625.0,0.0006010532379150391,0.0,0.9625,49.0
125.0,0.0009341239929199219,0.0,0.9625,49.0
25.0,0.0005338191986083984,0.0,0.9625,49.0
5.0,0.0006887912750244141,0.0,0.9625,49.0
1.0,0.0007328987121582031,0.0,0.9625,49.0
0.2,0.0004248619079589844,0.0,0.981,49.0
0.04,0.0004630088806152344,0.0,0.9815,49.0
0.008,0.0006868839263916016,0.0,0.9845,49.0
0.0016,0.0005030632019042969,0.0,0.984,49.0
625.0,0.0004830360412597656,0.0,0.9835,50.0
125.0,0.0005540847778320312,0.0,0.9835,50.0
25.0,0.0005850791931152344,0.0,0.9835,50.0
5.0,0.0005979537963867188,0.0,0.9835,50.0
1.0,0.0005259513854980469,0.0,0.983,50.0
0.2,0.0006730556488037109,0.0,0.9825,50.0
0.04,0.0006840229034423828,0.0,0.98,50.0
0.008,0.0004839897155761719,0.0,0.9835,50.0
0.0016,0.0006799697875976562,0.0,0.979,50.0
625.0,0.000988006591796875,0.0,0.9825,51.0
125.0,0.0005371570587158203,0.0,0.9825,51.0
25.0,0.0005209445953369141,0.0,0.9825,51.0
5.0,0.0004849433898925781,0.0,0.9825,51.0
1.0,0.00045108795166015625,0.0,0.9835,51.0
0.2,0.0004780292510986328,0.0,0.983,51.0
0.04,0.0004189014434814453,0.0,0.981,51.0
0.008,0.0004949569702148438,0.0,0.9795,51.0
0.0016,0.0005679130554199219,0.0,0.981,51.0
625.0,0.022182226181030273,0.0,0.985,52.0
125.0,0.004450082778930664,0.0,0.985,52.0
25.0,0.0007078647613525391,0.0,0.985,52.0
5.0,0.0007131099700927734,0.0,0.985,52.0
1.0,0.0005221366882324219,0.0,0.985,52.0
0.2,0.0004591941833496094,0.0,0.9855,52.0
0.04,0.0004630088806152344,0.0,0.9845,52.0
0.008,0.0006649494171142578,0.0,0.985,52.0
0.0016,0.0007181167602539062,0.0,0.9845,52.0
625.0,0.0005040168762207031,0.0,0.983,53.0
125.0,0.00043392181396484375,0.0,0.983,53.0
25.0,0.0005269050598144531,0.0,0.983,53.0
5.0,0.00047206878662109375,0.0,0.983,53.0
1.0,0.000637054443359375,0.0,0.9835,53.0
0.2,0.0004010200500488281,0.0,0.983,53.0
0.04,0.0004699230194091797,0.0,0.9835,53.0
0.008,0.0005640983581542969,0.0,0.9805,53.0
0.0016,0.0005719661712646484,0.0,0.983,53.0
625.0,0.0017209053039550781,0.0,0.9725,54.0
125.0,0.0005700588226318359,0.0,0.9715,54.0
25.0,0.0006799697875976562,0.0,0.975,54.0
5.0,0.0005218982696533203,0.0,0.978,54.0
1.0,0.000514984130859375,0.0,0.979,54.0
0.2,0.0004849433898925781,0.0,0.974,54.0
0.04,0.0005209445953369141,0.0,0.981,54.0
0.008,0.00043392181396484375,0.0,0.983,54.0
0.0016,0.0005640983581542969,0.0,0.983,54.0
625.0,0.0007250308990478516,0.0,0.982,55.0
125.0,0.0008709430694580078,0.0,0.982,55.0
25.0,0.0007119178771972656,0.0,0.982,55.0
5.0,0.0004830360412597656,0.0,0.981,55.0
1.0,0.0004749298095703125,0.0,0.9785,55.0
0.2,0.00046706199645996094,0.0,0.979,55.0
0.04,0.0005040168762207031,0.0,0.983,55.0
0.008,0.0005829334259033203,0.0,0.981,55.0
0.0016,0.00048804283142089844,0.0,0.981,55.0
625.0,0.0021638870239257812,0.0,0.9825,56.0
125.0,0.0008170604705810547,0.0,0.9825,56.0
25.0,0.0004909038543701172,0.0,0.9825,56.0
5.0,0.0005509853363037109,0.0,0.9855,56.0
1.0,0.0004642009735107422,0.0,0.9805,56.0
0.2,0.0005159378051757812,0.0,0.9825,56.0
0.04,0.0005519390106201172,0.0,0.982,56.0
0.008,0.0007779598236083984,0.0,0.982,56.0
0.0016,0.0006787776947021484,0.0,0.981,56.0
625.0,0.1229398250579834,0.0,0.9815,57.0
125.0,0.02712082862854004,0.0,0.9815,57.0
25.0,0.006690025329589844,0.0,0.9815,57.0
5.0,0.0018799304962158203,0.0,0.9815,57.0
1.0,0.0013079643249511719,0.0,0.9815,57.0
0.2,0.0006618499755859375,0.0,0.981,57.0
0.04,0.0005331039428710938,0.0,0.9825,57.0
0.008,0.0005030632019042969,0.0,0.981,57.0
0.0016,0.0005688667297363281,0.0,0.983,57.0
625.0,0.004073143005371094,0.0,0.9845,58.0
125.0,0.002145051956176758,0.0,0.9845,58.0
25.0,0.0012879371643066406,0.0,0.9845,58.0
5.0,0.0010330677032470703,0.0,0.9835,58.0
1.0,0.0007739067077636719,0.0,0.9835,58.0
