VaR,comp_time,nu,outlier_ratio,test_accuracy,tr-CVaR,trial
-5.047406802666697,0.032206058502197266,0.7,0.0,0.987,-205.73124721450554,8.0
-4.363157190212054,0.055830955505371094,0.6,0.0,0.983,-158.24622256757743,8.0
-3.871169745939217,0.04771995544433594,0.5,0.0,0.985,-117.04257450456281,8.0
-3.5398218485424717,0.04434704780578613,0.4,0.0,0.985,-80.21388277265538,8.0
-2.9259491834723796,0.0318150520324707,0.29999999999999993,0.0,0.9855,-48.49988710331875,8.0
-2.1779989895636533,0.03865504264831543,0.19999999999999996,0.0,0.983,-23.361511280106328,8.0
-1.2546942028815595,0.0360870361328125,0.1,0.0,0.983,-5.110568331217886,8.0
-6.9303927288176705,0.06174802780151367,0.9,0.0,0.972,-352.014156423777,9.0
-5.963014340149582,0.055155038833618164,0.8,0.0,0.98,-289.102811624205,9.0
-5.236932521751967,0.05501890182495117,0.7,0.0,0.9785,-232.97975933767611,9.0
-4.622289560370255,0.051039934158325195,0.6,0.0,0.981,-183.79348149188274,9.0
-4.151422756510167,0.04384613037109375,0.5,0.0,0.9855,-139.6407928898795,9.0
-3.6897699459375564,0.031487226486206055,0.4,0.0,0.9855,-101.26919050900507,9.0
-3.2440725229104386,0.037214040756225586,0.29999999999999993,0.0,0.9845,-66.39130339803695,9.0
-2.9393159807246914,0.051648855209350586,0.19999999999999996,0.0,0.9815,-36.1828891340461,9.0
-2.2549490753511203,0.033161163330078125,0.1,0.0,0.979,-10.91471316297593,9.0
-6.865691789870181,0.039134979248046875,0.9,0.0,0.9855,-355.84529150591686,10.0
-5.783155002399465,0.05062079429626465,0.8,0.0,0.984,-292.48668128390506,10.0
-5.354801715974711,0.07397603988647461,0.7,0.0,0.9845,-236.62611476111235,10.0
-4.977410954844264,0.037010908126831055,0.6,0.0,0.984,-184.69948615554404,10.0
-4.389410027717816,0.045539140701293945,0.5,0.0,0.9805,-138.1235384012161,10.0
-3.9564075011604416,0.06648397445678711,0.4,0.0,0.98,-97.82785107372588,10.0
-3.419564480226621,0.040411949157714844,0.29999999999999993,0.0,0.986,-61.68068780015644,10.0
-2.9099133708336713,0.0341489315032959,0.19999999999999996,0.0,0.983,-29.93266861376377,10.0
-1.5827005748887841,0.03323507308959961,0.1,0.0,0.9825,-7.202782211512949,10.0
-6.764438597363439,0.07692193984985352,0.9,0.0,0.972,-343.4389195690038,11.0
-6.044689966708842,0.03908896446228027,0.8,0.0,0.9725,-279.18779703968687,11.0
-5.314094805829923,0.05614614486694336,0.7,0.0,0.9765,-222.26119484939653,11.0
-4.667323042763536,0.042922019958496094,0.6,0.0,0.979,-171.45943511019337,11.0
-4.225605442045842,0.037362098693847656,0.5,0.0,0.98,-126.18694490527676,11.0
-3.6294896468241444,0.030952930450439453,0.4,0.0,0.9805,-86.36521820651522,11.0
-2.9730911922927468,0.044094085693359375,0.29999999999999993,0.0,0.979,-53.3476176351773,11.0
-2.3520814449950382,0.048760175704956055,0.19999999999999996,0.0,0.9805,-26.649983428740192,11.0
-1.5883648588966321,0.04746890068054199,0.1,0.0,0.9785,-7.4136931453286214,11.0
-6.246750518806437,0.06276202201843262,0.9,0.0,0.982,-342.69993825806233,12.0
-5.775617402033709,0.048333168029785156,0.8,0.0,0.9845,-282.6527421134611,12.0
-5.274566089389894,0.05031394958496094,0.7,0.0,0.9855,-227.35961530389326,12.0
-4.731498800681084,0.047737836837768555,0.6,0.0,0.985,-177.4585400880254,12.0
-4.0668841234761235,0.040014028549194336,0.5,0.0,0.988,-133.28030306901402,12.0
-3.629293355097137,0.05711984634399414,0.4,0.0,0.9875,-95.22018111774383,12.0
-3.0981779930048883,0.05124497413635254,0.29999999999999993,0.0,0.987,-61.70013878737524,12.0
-2.564867666899064,0.030681848526000977,0.19999999999999996,0.0,0.988,-32.685843931407234,12.0
-2.0561957846868126,0.032128095626831055,0.1,0.0,0.987,-8.781232792624213,12.0
-7.121645052544262,0.05963897705078125,0.9,0.0,0.972,-372.63133251616614,13.0
-6.433497012235522,0.05411100387573242,0.8,0.0,0.9745,-304.8324926334072,13.0
-5.634676389003501,0.049868106842041016,0.7,0.0,0.972,-245.2716885354133,13.0
-4.931071166600578,0.03860187530517578,0.6,0.0,0.978,-191.6249937838553,13.0
-4.4530535260306845,0.034432172775268555,0.5,0.0,0.9785,-144.48127941265815,13.0
-4.029606133760656,0.047944068908691406,0.4,0.0,0.973,-102.78634665350677,13.0
-3.4966095682991036,0.04502296447753906,0.29999999999999993,0.0,0.9715,-64.88662957533333,13.0
-2.7449802021477674,0.05444908142089844,0.19999999999999996,0.0,0.978,-32.575699893453994,13.0
-1.9532018703128669,0.03222990036010742,0.1,0.0,0.979,-8.837575533910588,13.0
-6.415588325076053,0.039997100830078125,0.9,0.0,0.9755,-338.88472509028827,14.0
-5.767004703928445,0.07371401786804199,0.8,0.0,0.9685,-278.3527463422585,14.0
-5.10318260821932,0.061068058013916016,0.7,0.0,0.9745,-225.0127058057744,14.0
-4.594096043991637,0.027966976165771484,0.6,0.0,0.978,-176.50438547509307,14.0
-4.168108025620734,0.034060001373291016,0.5,0.0,0.976,-133.27544564294104,14.0
-3.581401416176721,0.03675103187561035,0.4,0.0,0.979,-93.98094647219538,14.0
-3.1512103089095156,0.029465198516845703,0.29999999999999993,0.0,0.9785,-59.37417415601948,14.0
-2.632851343776854,0.03555417060852051,0.19999999999999996,0.0,0.982,-30.210183540911768,14.0
-1.9863580390186317,0.034935951232910156,0.1,0.0,0.9815,-7.409168644623243,14.0
-7.217312744593878,0.04585719108581543,0.9,0.0,0.977,-371.44347148209596,15.0
-6.381964969448235,0.03919506072998047,0.8,0.0,0.9755,-304.0424225218297,15.0
-5.428591834159303,0.03096795082092285,0.7,0.0,0.977,-245.91090773451026,15.0
-4.982792130610543,0.06683588027954102,0.6,0.0,0.976,-194.25661320745817,15.0
-4.562838311817788,0.03613996505737305,0.5,0.0,0.9755,-145.66391127730495,15.0
-4.131959238026338,0.056841135025024414,0.4,0.0,0.976,-101.98470720051557,15.0
-3.4179012667362967,0.05334806442260742,0.29999999999999993,0.0,0.9765,-64.23922516190713,15.0
-2.7668725979081548,0.03951597213745117,0.19999999999999996,0.0,0.9775,-33.78534864706673,15.0
-2.0787749834753186,0.0288698673248291,0.1,0.0,0.9755,-10.074087851499499,15.0
-7.416104123369339,0.060011863708496094,0.9,0.0,0.9845,-338.219110663221,16.0
-5.87874359961923,0.053974151611328125,0.8,0.0,0.98,-272.47657028820447,16.0
-5.3982536414241,0.03323793411254883,0.7,0.0,0.98,-216.2699574844984,16.0
-4.838803394497526,0.04427814483642578,0.6,0.0,0.983,-164.9201579256916,16.0
-4.217898742888457,0.0378270149230957,0.5,0.0,0.982,-119.21226565912517,16.0
-3.6162950469742117,0.03178286552429199,0.4,0.0,0.982,-80.2840948397531,16.0
-3.0016880808518964,0.0382080078125,0.29999999999999993,0.0,0.9845,-47.09956497700079,16.0
-2.0272411806766115,0.03731799125671387,0.19999999999999996,0.0,0.988,-23.277511350853388,16.0
-1.257741989005699,0.03586912155151367,0.1,0.0,0.9875,-5.820237433746534,16.0
-6.555796819050604,0.04041600227355957,0.9,0.0,0.982,-351.005392612441,17.0
-5.825372728331695,0.030092954635620117,0.8,0.0,0.9815,-290.12428304554686,17.0
-5.215649187991341,0.03547406196594238,0.7,0.0,0.9795,-233.8211103191311,17.0
-4.745603635106683,0.03650999069213867,0.6,0.0,0.977,-183.92471674230137,17.0
-4.441794834276499,0.034802913665771484,0.5,0.0,0.9755,-137.8526602218241,17.0
-4.058066077445497,0.03753805160522461,0.4,0.0,0.976,-95.46265088253631,17.0
-3.3844740443048336,0.029246091842651367,0.29999999999999993,0.0,0.9825,-57.763586574052404,17.0
-2.390322787208529,0.028111934661865234,0.19999999999999996,0.0,0.982,-28.96742849829399,17.0
-1.790610126183165,0.054843902587890625,0.1,0.0,0.981,-8.112944494637468,17.0
-7.322132653860979,0.07879304885864258,0.9,0.0,0.98,-366.22335768682245,18.0
-6.466095056314392,0.05950593948364258,0.8,0.0,0.9745,-298.12073088184377,18.0
-5.766064068511508,0.03290295600891113,0.7,0.0,0.977,-237.63823953617919,18.0
-4.971105811532289,0.0558161735534668,0.6,0.0,0.984,-184.04291794354177,18.0
-4.372181267639425,0.033128976821899414,0.5,0.0,0.981,-137.56801546864602,18.0
-3.87921132412926,0.030009031295776367,0.4,0.0,0.9805,-95.98654423636557,18.0
-3.2280071407087787,0.052484989166259766,0.29999999999999993,0.0,0.9775,-60.8767703810329,18.0
-2.927421956107519,0.04418206214904785,0.19999999999999996,0.0,0.9805,-29.85710309193913,18.0
-1.8247604115127092,0.06351089477539062,0.1,0.0,0.9705,-8.493549430328834,18.0
-6.592885436495834,0.06507086753845215,0.9,0.0,0.965,-350.12947702245935,19.0
-6.066982798951365,0.049054861068725586,0.8,0.0,0.9685,-286.8448965249739,19.0
-5.147933072214603,0.03575706481933594,0.7,0.0,0.9755,-231.98917551525344,19.0
-4.786826440614579,0.04845404624938965,0.6,0.0,0.9705,-182.37300623306623,19.0
-4.356690258452972,0.06400299072265625,0.5,0.0,0.9725,-136.93522707261604,19.0
-3.7519204519313325,0.060372114181518555,0.4,0.0,0.9755,-96.40082690978475,19.0
-3.4253518368117426,0.032305002212524414,0.29999999999999993,0.0,0.9765,-60.40652771322554,19.0
-2.4978870995093216,0.029851913452148438,0.19999999999999996,0.0,0.976,-30.23369548429111,19.0
-1.6758412537433158,0.0329129695892334,0.1,0.0,0.976,-7.968351441674096,19.0
-7.655649937951298,0.05943489074707031,0.9,0.0,0.9525,-368.2929117460441,20.0
-6.5253437655759425,0.04963207244873047,0.8,0.0,0.9625,-297.9078579176023,20.0
-5.8948429940700455,0.09247684478759766,0.7,0.0,0.9665,-236.00513644488265,20.0
-4.988884203410353,0.06962919235229492,0.6,0.0,0.9725,-182.5043276625778,20.0
-4.477043240710919,0.05136704444885254,0.5,0.0,0.9725,-134.4775995497647,20.0
-3.577739750289549,0.049059152603149414,0.4,0.0,0.975,-93.07814892240425,20.0
-3.276512061100973,0.040901899337768555,0.29999999999999993,0.0,0.9765,-58.37474557501707,20.0
-2.5889459920650637,0.058010101318359375,0.19999999999999996,0.0,0.9795,-29.115063319965785,20.0
-1.699702044897988,0.041502952575683594,0.1,0.0,0.9805,-7.3925868047771015,20.0
-6.305258088285215,0.07416200637817383,0.9,0.0,0.9875,-360.2547993269377,21.0
-5.599040751740335,0.04199504852294922,0.8,0.0,0.9855,-299.3516790151832,21.0
-5.187433929298964,0.058322906494140625,0.7,0.0,0.983,-245.49751760228463,21.0
-4.959583649563891,0.05066180229187012,0.6,0.0,0.984,-194.88899737135506,21.0
-4.562946074515729,0.061241865158081055,0.5,0.0,0.984,-147.05936339714418,21.0
-4.075137683414423,0.033455848693847656,0.4,0.0,0.986,-104.04988417530649,21.0
-3.5685443214165993,0.03711891174316406,0.29999999999999993,0.0,0.9855,-66.00777647395012,21.0
-2.9628743514206586,0.03916788101196289,0.19999999999999996,0.0,0.985,-33.2617354453863,21.0
-1.8635247337309129,0.03603410720825195,0.1,0.0,0.9875,-8.698869241814046,21.0
-7.406129613822638,0.04220914840698242,0.9,0.0,0.9885,-347.3551698148621,22.0
-6.072467083616427,0.04728198051452637,0.8,0.0,0.988,-278.9391897610245,22.0
-5.040327124892131,0.041053056716918945,0.7,0.0,0.9885,-222.07446858195715,22.0
-4.791934404491643,0.03561282157897949,0.6,0.0,0.988,-172.8574217387931,22.0
-4.278528583573468,0.028821945190429688,0.5,0.0,0.988,-128.03033079435497,22.0
-3.670577502134548,0.034143924713134766,0.4,0.0,0.9895,-88.18166664589187,22.0
-3.1843735528865214,0.03621506690979004,0.29999999999999993,0.0,0.9895,-53.03065866132792,22.0
-2.4750213401332157,0.0523982048034668,0.19999999999999996,0.0,0.988,-24.89156680172347,22.0
-1.197641812610871,0.03284406661987305,0.1,0.0,0.985,-5.020555805621744,22.0
-7.196178128399574,0.06355905532836914,0.9,0.0,0.962,-374.0727394669194,23.0
-6.21226409614059,0.03927302360534668,0.8,0.0,0.968,-306.23940583667536,23.0
-5.3989840215964255,0.035505056381225586,0.7,0.0,0.965,-248.2631097359989,23.0
-5.06971440060979,0.030298948287963867,0.6,0.0,0.971,-196.05680927677116,23.0
-4.536800632069682,0.04147815704345703,0.5,0.0,0.9705,-148.35712274758845,23.0
-4.207911561616703,0.048562049865722656,0.4,0.0,0.968,-104.57399007689267,23.0
-3.37785029485619,0.09296202659606934,0.29999999999999993,0.0,0.9775,-66.74939506318512,23.0
-2.8502446796038075,0.033503055572509766,0.19999999999999996,0.0,0.98,-35.90594631336263,23.0
-2.1430023689400235,0.07531404495239258,0.1,0.0,0.977,-10.123609281490237,23.0
-6.942904141402045,0.05987811088562012,0.9,0.0,0.9765,-359.8460956298582,24.0
-6.102618670752154,0.04060721397399902,0.8,0.0,0.981,-295.13704974519675,24.0
-5.470303804740533,0.0446469783782959,0.7,0.0,0.983,-235.51089183637202,24.0
-4.894751932688408,0.06115579605102539,0.6,0.0,0.982,-183.29087446597853,24.0
-4.383089893302918,0.030284881591796875,0.5,0.0,0.983,-136.61171301377516,24.0
-3.70902762591311,0.049410104751586914,0.4,0.0,0.9845,-96.67916495782346,24.0
-3.3364974163305408,0.04525113105773926,0.29999999999999993,0.0,0.9865,-61.28443649400136,24.0
-2.8194723875445376,0.03263115882873535,0.19999999999999996,0.0,0.9865,-30.460675308278468,24.0
-1.7620243549437733,0.0406949520111084,0.1,0.0,0.985,-7.449802591249077,24.0
-7.046761165184935,0.07452178001403809,0.9,0.0,0.959,-351.55615246250755,25.0
-6.270664600801968,0.05012083053588867,0.8,0.0,0.9695,-285.21065925765714,25.0
-5.487536550685556,0.05879998207092285,0.7,0.0,0.975,-225.93344918055132,25.0
-4.94171692958263,0.04836583137512207,0.6,0.0,0.9775,-174.81997764744068,25.0
-4.080011175451187,0.04266190528869629,0.5,0.0,0.982,-130.1972917418981,25.0
-3.619510666868117,0.0317990779876709,0.4,0.0,0.9825,-91.5772980560927,25.0
-3.2241291894897883,0.03527116775512695,0.29999999999999993,0.0,0.984,-57.301383366049976,25.0
-2.5246947387423138,0.04842400550842285,0.19999999999999996,0.0,0.982,-28.68725262223907,25.0
-1.7583331728785907,0.026215076446533203,0.1,0.0,0.98,-6.900883483571131,25.0
-7.094907988272168,0.051344871520996094,0.9,0.0,0.9795,-370.2965808994624,26.0
-6.159266873235576,0.04093217849731445,0.8,0.0,0.981,-304.1406260367217,26.0
-5.321882125353802,0.03648495674133301,0.7,0.0,0.9825,-245.8844160066926,26.0
-4.673501568943625,0.038717031478881836,0.6,0.0,0.9805,-196.19752289821645,26.0
-4.455099244837549,0.04108285903930664,0.5,0.0,0.9815,-150.24525042112708,26.0
-4.037972860615924,0.028252840042114258,0.4,0.0,0.9815,-107.4243820876206,26.0
-3.615550082432119,0.03601503372192383,0.29999999999999993,0.0,0.982,-68.81948605377606,26.0
-2.9883684496277554,0.029953956604003906,0.19999999999999996,0.0,0.9845,-35.04193056038872,26.0
-2.0210542433016285,0.04345202445983887,0.1,0.0,0.978,-9.032868339303405,26.0
-7.052391870451688,0.05393099784851074,0.9,0.0,0.97,-333.0368769125703,27.0
-5.653678781091368,0.03410696983337402,0.8,0.0,0.9795,-270.1223776851153,27.0
-5.2735781198085325,0.03547501564025879,0.7,0.0,0.9785,-215.21584530864786,27.0
-4.669135459882775,0.03074812889099121,0.6,0.0,0.981,-164.62809277627858,27.0
-3.9452294014259257,0.04711484909057617,0.5,0.0,0.982,-123.70700401258357,27.0
-3.7789091895106974,0.0418400764465332,0.4,0.0,0.982,-85.1807170516046,27.0
-2.9311902459804084,0.06058216094970703,0.29999999999999993,0.0,0.983,-52.713471288223055,27.0
-2.410347081648345,0.037106990814208984,0.19999999999999996,0.0,0.985,-25.965690121371278,27.0
-1.5346090797391145,0.05356001853942871,0.1,0.0,0.9815,-6.735054526490685,27.0
-7.005024424109281,0.05980682373046875,0.9,0.0,0.9565,-332.736526060413,28.0
-5.761295093284879,0.03159308433532715,0.8,0.0,0.9765,-267.85205216699126,28.0
-4.967121064642399,0.0435941219329834,0.7,0.0,0.975,-215.5697185699109,28.0
-4.41567628159441,0.06355404853820801,0.6,0.0,0.9765,-168.87310163506913,28.0
-3.8724828163911442,0.054885149002075195,0.5,0.0,0.977,-127.32523889556371,28.0
-3.448607577072244,0.034406185150146484,0.4,0.0,0.975,-90.48731206250591,28.0
-3.1194166309867395,0.03227114677429199,0.29999999999999993,0.0,0.9755,-57.292190391331765,28.0
-2.5549012929440886,0.04510092735290527,0.19999999999999996,0.0,0.975,-27.926860357967676,28.0
-1.5302342739629213,0.036099910736083984,0.1,0.0,0.977,-4.859493402667137,28.0
-7.140500500656774,0.027199983596801758,0.9,0.0,0.964,-346.16586308849054,29.0
-5.79048327218123,0.036656856536865234,0.8,0.0,0.974,-281.7941619444486,29.0
-5.048839224763339,0.048172950744628906,0.7,0.0,0.9755,-227.82435259932817,29.0
-4.652254022378451,0.04128694534301758,0.6,0.0,0.975,-179.11113997833007,29.0
-4.136350007918549,0.04056286811828613,0.5,0.0,0.9755,-135.13129336543156,29.0
-3.8283777785186572,0.030615806579589844,0.4,0.0,0.9745,-95.71739911960523,29.0
-3.375844194683674,0.03849601745605469,0.29999999999999993,0.0,0.9755,-58.9912729021695,29.0
-2.8937815500093182,0.028728008270263672,0.19999999999999996,0.0,0.9745,-27.88464717665476,29.0
-1.3901044181339832,0.03754305839538574,0.1,0.0,0.9765,-6.179111272962761,29.0
-7.077358316849393,0.06355690956115723,0.9,0.0,0.978,-369.380846430498,30.0
-6.305244892108567,0.037199974060058594,0.8,0.0,0.977,-302.3017521298292,30.0
-5.7014614121653615,0.036477088928222656,0.7,0.0,0.9795,-242.80218057377886,30.0
-5.116571032315762,0.04442596435546875,0.6,0.0,0.978,-189.59609627941742,30.0
-4.640144651624468,0.03477001190185547,0.5,0.0,0.98,-140.8369505480428,30.0
-3.8454071869519817,0.028783082962036133,0.4,0.0,0.98,-99.20097715265877,30.0
-3.2948793642594802,0.03372788429260254,0.29999999999999993,0.0,0.9805,-64.14996509733288,30.0
-2.6684448199842206,0.0423431396484375,0.19999999999999996,0.0,0.98,-34.10418166819789,30.0
-2.2863629350263692,0.03595995903015137,0.1,0.0,0.979,-9.69322141982241,30.0
-7.024256116898833,0.04492616653442383,0.9,0.0,0.9805,-349.7579705233293,31.0
-6.0009120421853925,0.09571599960327148,0.8,0.0,0.97,-286.2463051129811,31.0
-5.342215147391405,0.06425094604492188,0.7,0.0,0.97,-230.42036637492575,31.0
-4.945960585728371,0.0700080394744873,0.6,0.0,0.973,-179.09619721315644,31.0
-4.331639714005937,0.07915306091308594,0.5,0.0,0.9795,-133.00475584539498,31.0
-3.4741719983259665,0.059313058853149414,0.4,0.0,0.9805,-92.45872134218844,31.0
-3.0780459047676376,0.04742288589477539,0.29999999999999993,0.0,0.98,-59.446942499634225,31.0
-2.5625685153918614,0.04946708679199219,0.19999999999999996,0.0,0.9795,-31.15991569392071,31.0
-1.9344768516716557,0.04397106170654297,0.1,0.0,0.9755,-8.673544663799554,31.0
-6.654192172081619,0.03467917442321777,0.9,0.0,0.977,-337.8661787241678,32.0
-6.0228216703114645,0.030083894729614258,0.8,0.0,0.9805,-275.6092411177861,32.0
-5.438244891218159,0.039048194885253906,0.7,0.0,0.976,-218.91695966994394,32.0
-4.810786731709396,0.05762290954589844,0.6,0.0,0.9775,-169.28355699701953,32.0
-4.2053882055355984,0.030270099639892578,0.5,0.0,0.9815,-124.85197342958512,32.0
-3.7050668417645087,0.03302407264709473,0.4,0.0,0.981,-85.46496262611942,32.0
-3.277264393116792,0.03242897987365723,0.29999999999999993,0.0,0.9825,-51.089865069608706,32.0
-2.0938248244168225,0.03811311721801758,0.19999999999999996,0.0,0.9805,-24.18930749413439,32.0
-1.5054778690129829,0.027184009552001953,0.1,0.0,0.978,-6.648632153143569,32.0
-6.680679563880532,0.055526018142700195,0.9,0.0,0.9635,-329.2325785609901,33.0
-5.4612107687115525,0.05508708953857422,0.8,0.0,0.9845,-268.7715051390014,33.0
-4.898590074478348,0.035015106201171875,0.7,0.0,0.9865,-217.2715756859216,33.0
-4.50594200561728,0.04577994346618652,0.6,0.0,0.9835,-170.2946900913343,33.0
-4.035889993746784,0.05255889892578125,0.5,0.0,0.984,-127.15192265319348,33.0
-3.7120708014757233,0.04226422309875488,0.4,0.0,0.984,-88.23859340063144,33.0
-3.187802014781491,0.027782917022705078,0.29999999999999993,0.0,0.987,-53.96324086349187,33.0
-2.5539091205263635,0.04374980926513672,0.19999999999999996,0.0,0.9875,-25.658759308661654,33.0
-1.4207096301508062,0.031244993209838867,0.1,0.0,0.9855,-6.138728489332991,33.0
-6.427962084876268,0.05854392051696777,0.9,0.0,0.978,-329.36382879709896,34.0
-5.577128938815733,0.05397200584411621,0.8,0.0,0.9825,-270.2817747803965,34.0
-5.070379549631286,0.05158686637878418,0.7,0.0,0.9825,-216.53716290714544,34.0
