C,comp_time,outlier_ratio,test_accuracy,timeout,trial
125.0,0.025215864181518555,0.0,0.977,False,11.0
25.0,0.0272219181060791,0.0,0.977,False,11.0
5.0,0.02487015724182129,0.0,0.977,False,11.0
1.0,0.02689814567565918,0.0,0.979,False,11.0
0.2,0.02492809295654297,0.0,0.976,False,11.0
0.04,0.027755022048950195,0.0,0.9785,False,11.0
0.008,0.026916980743408203,0.0,0.9795,False,11.0
0.0016,0.027367830276489258,0.0,0.981,False,11.0
625.0,0.026005029678344727,0.0,0.982,False,12.0
125.0,0.026198863983154297,0.0,0.982,False,12.0
25.0,0.02565908432006836,0.0,0.982,False,12.0
5.0,0.026512861251831055,0.0,0.982,False,12.0
1.0,0.026134967803955078,0.0,0.982,False,12.0
0.2,0.026582002639770508,0.0,0.982,False,12.0
0.04,0.027283191680908203,0.0,0.982,False,12.0
0.008,0.026108980178833008,0.0,0.987,False,12.0
0.0016,0.025856971740722656,0.0,0.989,False,12.0
625.0,0.02489614486694336,0.0,0.963,False,13.0
125.0,0.030028104782104492,0.0,0.963,False,13.0
25.0,0.025764942169189453,0.0,0.963,False,13.0
5.0,0.028084993362426758,0.0,0.963,False,13.0
1.0,0.02985692024230957,0.0,0.975,False,13.0
0.2,0.031024932861328125,0.0,0.9785,False,13.0
0.04,0.027524948120117188,0.0,0.9785,False,13.0
0.008,0.0253140926361084,0.0,0.9765,False,13.0
0.0016,0.026120901107788086,0.0,0.9775,False,13.0
625.0,0.028738975524902344,0.0,0.9715,False,14.0
125.0,0.027745962142944336,0.0,0.9715,False,14.0
25.0,0.027513980865478516,0.0,0.9715,False,14.0
5.0,0.02819681167602539,0.0,0.973,False,14.0
1.0,0.0265350341796875,0.0,0.978,False,14.0
0.2,0.027497053146362305,0.0,0.9785,False,14.0
0.04,0.027378082275390625,0.0,0.9805,False,14.0
0.008,0.03169703483581543,0.0,0.98,False,14.0
0.0016,0.027280092239379883,0.0,0.977,False,14.0
625.0,0.03156089782714844,0.0,0.9525,False,15.0
125.0,0.03124690055847168,0.0,0.9525,False,15.0
25.0,0.02706599235534668,0.0,0.9525,False,15.0
5.0,0.026521921157836914,0.0,0.9525,False,15.0
1.0,0.025209903717041016,0.0,0.9595,False,15.0
0.2,0.027053117752075195,0.0,0.9685,False,15.0
0.04,0.02886199951171875,0.0,0.9705,False,15.0
0.008,0.02686309814453125,0.0,0.9745,False,15.0
0.0016,0.02739095687866211,0.0,0.9745,False,15.0
625.0,0.025745868682861328,0.0,0.9825,False,16.0
125.0,0.02786087989807129,0.0,0.9825,False,16.0
25.0,0.027912139892578125,0.0,0.9825,False,16.0
5.0,0.027220964431762695,0.0,0.9785,False,16.0
1.0,0.06266498565673828,0.0,0.982,False,16.0
0.2,0.02735304832458496,0.0,0.9875,False,16.0
0.04,0.029321908950805664,0.0,0.9875,False,16.0
0.008,0.028895139694213867,0.0,0.985,False,16.0
0.0016,0.027833938598632812,0.0,0.988,False,16.0
625.0,0.027589082717895508,0.0,0.9445,False,17.0
125.0,0.026668071746826172,0.0,0.9445,False,17.0
25.0,0.026526927947998047,0.0,0.9445,False,17.0
5.0,0.027338027954101562,0.0,0.9445,False,17.0
1.0,0.029455900192260742,0.0,0.9445,False,17.0
0.2,0.02730107307434082,0.0,0.9775,False,17.0
0.04,0.027524948120117188,0.0,0.9775,False,17.0
0.008,0.025418996810913086,0.0,0.9755,False,17.0
0.0016,0.030326128005981445,0.0,0.9745,False,17.0
625.0,0.028944015502929688,0.0,0.9765,False,18.0
125.0,0.028337955474853516,0.0,0.9765,False,18.0
25.0,0.029739856719970703,0.0,0.9765,False,18.0
5.0,0.03387284278869629,0.0,0.9765,False,18.0
1.0,0.025967836380004883,0.0,0.9765,False,18.0
0.2,0.02708911895751953,0.0,0.9765,False,18.0
0.04,0.02744603157043457,0.0,0.9725,False,18.0
0.008,0.027528047561645508,0.0,0.9775,False,18.0
0.0016,0.026935100555419922,0.0,0.979,False,18.0
625.0,0.025264978408813477,0.0,0.98,False,19.0
125.0,0.028779029846191406,0.0,0.98,False,19.0
25.0,0.027344942092895508,0.0,0.98,False,19.0
5.0,0.026218891143798828,0.0,0.98,False,19.0
1.0,0.027290821075439453,0.0,0.98,False,19.0
0.2,0.02565312385559082,0.0,0.979,False,19.0
0.04,0.027163982391357422,0.0,0.98,False,19.0
0.008,0.02811598777770996,0.0,0.979,False,19.0
0.0016,0.026900053024291992,0.0,0.975,False,19.0
625.0,0.04247617721557617,0.0,0.9795,False,20.0
125.0,0.026015043258666992,0.0,0.9795,False,20.0
25.0,0.024798154830932617,0.0,0.9795,False,20.0
5.0,0.026582956314086914,0.0,0.9795,False,20.0
1.0,0.024927854537963867,0.0,0.9815,False,20.0
0.2,0.027966976165771484,0.0,0.982,False,20.0
0.04,0.027207136154174805,0.0,0.9815,False,20.0
0.008,0.02690601348876953,0.0,0.98,False,20.0
0.0016,0.027697086334228516,0.0,0.9795,False,20.0
625.0,0.026528120040893555,0.0,0.976,False,21.0
125.0,0.02680206298828125,0.0,0.976,False,21.0
25.0,0.02602410316467285,0.0,0.976,False,21.0
5.0,0.024899005889892578,0.0,0.976,False,21.0
1.0,0.026300907135009766,0.0,0.9795,False,21.0
0.2,0.05026888847351074,0.0,0.986,False,21.0
0.04,0.02713799476623535,0.0,0.986,False,21.0
0.008,0.027922868728637695,0.0,0.984,False,21.0
0.0016,0.02542901039123535,0.0,0.986,False,21.0
625.0,0.028280973434448242,0.0,0.9765,False,22.0
125.0,0.02923107147216797,0.0,0.9765,False,22.0
25.0,0.028415918350219727,0.0,0.9765,False,22.0
5.0,0.030400991439819336,0.0,0.9765,False,22.0
1.0,0.030120134353637695,0.0,0.9815,False,22.0
0.2,0.03249692916870117,0.0,0.983,False,22.0
0.04,0.02558422088623047,0.0,0.9895,False,22.0
0.008,0.02816915512084961,0.0,0.99,False,22.0
0.0016,0.026096820831298828,0.0,0.989,False,22.0
625.0,0.026170015335083008,0.0,0.966,False,23.0
125.0,0.026556968688964844,0.0,0.966,False,23.0
25.0,0.029976844787597656,0.0,0.966,False,23.0
5.0,0.028895139694213867,0.0,0.966,False,23.0
1.0,0.025641918182373047,0.0,0.975,False,23.0
0.2,0.028594970703125,0.0,0.9805,False,23.0
0.04,0.024743080139160156,0.0,0.977,False,23.0
0.008,0.026437997817993164,0.0,0.9795,False,23.0
0.0016,0.029345035552978516,0.0,0.9735,False,23.0
625.0,0.027093172073364258,0.0,0.9805,False,24.0
125.0,0.026042938232421875,0.0,0.9805,False,24.0
25.0,0.026076078414916992,0.0,0.9805,False,24.0
5.0,0.02776193618774414,0.0,0.9805,False,24.0
1.0,0.027324199676513672,0.0,0.983,False,24.0
0.2,0.02795696258544922,0.0,0.9855,False,24.0
0.04,0.025905847549438477,0.0,0.9875,False,24.0
0.008,0.027990102767944336,0.0,0.985,False,24.0
0.0016,0.02863597869873047,0.0,0.9855,False,24.0
625.0,0.027515888214111328,0.0,0.971,False,25.0
125.0,0.02608489990234375,0.0,0.971,False,25.0
25.0,0.02680182456970215,0.0,0.971,False,25.0
5.0,0.025324106216430664,0.0,0.971,False,25.0
1.0,0.028676986694335938,0.0,0.982,False,25.0
0.2,0.026605844497680664,0.0,0.983,False,25.0
0.04,0.025434017181396484,0.0,0.98,False,25.0
0.008,0.026070833206176758,0.0,0.983,False,25.0
0.0016,0.026825904846191406,0.0,0.0,False,25.0
625.0,0.032401084899902344,0.0,0.981,False,26.0
125.0,0.027835845947265625,0.0,0.981,False,26.0
25.0,0.06476616859436035,0.0,0.981,False,26.0
5.0,0.025417089462280273,0.0,0.981,False,26.0
1.0,0.0293581485748291,0.0,0.9805,False,26.0
0.2,0.03197193145751953,0.0,0.986,False,26.0
0.04,0.027734994888305664,0.0,0.981,False,26.0
0.008,0.02934098243713379,0.0,0.9855,False,26.0
0.0016,0.028336048126220703,0.0,0.982,False,26.0
625.0,0.02711200714111328,0.0,0.977,False,27.0
125.0,0.026233911514282227,0.0,0.977,False,27.0
25.0,0.026226043701171875,0.0,0.977,False,27.0
5.0,0.027083158493041992,0.0,0.977,False,27.0
1.0,0.026180028915405273,0.0,0.979,False,27.0
0.2,0.029262065887451172,0.0,0.978,False,27.0
0.04,0.025864124298095703,0.0,0.981,False,27.0
0.008,0.02661299705505371,0.0,0.9805,False,27.0
0.0016,0.02809286117553711,0.0,0.98,False,27.0
625.0,0.027868032455444336,0.0,0.9685,False,28.0
125.0,0.03392195701599121,0.0,0.967,False,28.0
25.0,0.02725505828857422,0.0,0.972,False,28.0
5.0,0.026875972747802734,0.0,0.975,False,28.0
1.0,0.027167797088623047,0.0,0.974,False,28.0
0.2,0.0405271053314209,0.0,0.974,False,28.0
0.04,0.025474071502685547,0.0,0.9765,False,28.0
0.008,0.02674102783203125,0.0,0.9785,False,28.0
0.0016,0.02957606315612793,0.0,0.9765,False,28.0
625.0,0.028090953826904297,0.0,0.9705,False,29.0
125.0,0.02768111228942871,0.0,0.9705,False,29.0
25.0,0.027185916900634766,0.0,0.9705,False,29.0
5.0,0.028129100799560547,0.0,0.9705,False,29.0
1.0,0.030503034591674805,0.0,0.9705,False,29.0
0.2,0.025021076202392578,0.0,0.9775,False,29.0
0.04,0.02741098403930664,0.0,0.975,False,29.0
0.008,0.053694963455200195,0.0,0.975,False,29.0
0.0016,0.032206058502197266,0.0,0.9755,False,29.0
625.0,0.03152203559875488,0.0,0.9645,False,30.0
125.0,0.028465986251831055,0.0,0.9645,False,30.0
25.0,0.06771016120910645,0.0,0.9645,False,30.0
5.0,0.05335402488708496,0.0,0.9645,False,30.0
1.0,0.03129696846008301,0.0,0.9645,False,30.0
0.2,0.026298999786376953,0.0,0.97,False,30.0
0.04,0.027186870574951172,0.0,0.9785,False,30.0
0.008,0.029191970825195312,0.0,0.9795,False,30.0
0.0016,0.029428958892822266,0.0,0.9805,False,30.0
625.0,0.029211044311523438,0.0,0.9765,False,31.0
125.0,0.028415918350219727,0.0,0.9765,False,31.0
25.0,0.05146908760070801,0.0,0.9765,False,31.0
5.0,0.03049302101135254,0.0,0.9765,False,31.0
1.0,0.05884909629821777,0.0,0.977,False,31.0
0.2,0.029469013214111328,0.0,0.979,False,31.0
0.04,0.03200483322143555,0.0,0.976,False,31.0
0.008,0.03233194351196289,0.0,0.9785,False,31.0
0.0016,0.02822399139404297,0.0,0.9805,False,31.0
625.0,0.03284788131713867,0.0,0.9635,False,32.0
125.0,0.053176164627075195,0.0,0.9635,False,32.0
25.0,0.02900981903076172,0.0,0.9635,False,32.0
5.0,0.051640987396240234,0.0,0.9635,False,32.0
1.0,0.03213000297546387,0.0,0.9665,False,32.0
0.2,0.03931593894958496,0.0,0.974,False,32.0
0.04,0.05384182929992676,0.0,0.977,False,32.0
0.008,0.032707929611206055,0.0,0.9805,False,32.0
0.0016,0.02970290184020996,0.0,0.9805,False,32.0
625.0,0.030421018600463867,0.0,0.974,False,33.0
125.0,0.03131389617919922,0.0,0.974,False,33.0
25.0,0.032464027404785156,0.0,0.9755,False,33.0
5.0,0.02993011474609375,0.0,0.9755,False,33.0
1.0,0.028248071670532227,0.0,0.976,False,33.0
0.2,0.030537128448486328,0.0,0.9855,False,33.0
0.04,0.02505803108215332,0.0,0.986,False,33.0
0.008,0.030593156814575195,0.0,0.9855,False,33.0
0.0016,0.027428150177001953,0.0,0.9845,False,33.0
625.0,0.030035018920898438,0.0,0.972,False,34.0
125.0,0.027937889099121094,0.0,0.972,False,34.0
25.0,0.029037952423095703,0.0,0.972,False,34.0
5.0,0.029390811920166016,0.0,0.975,False,34.0
1.0,0.029160022735595703,0.0,0.9845,False,34.0
0.2,0.028892993927001953,0.0,0.986,False,34.0
0.04,0.027580976486206055,0.0,0.9835,False,34.0
0.008,0.027642011642456055,0.0,0.9855,False,34.0
0.0016,0.02688002586364746,0.0,0.985,False,34.0
625.0,0.027213096618652344,0.0,0.984,False,35.0
125.0,0.028628110885620117,0.0,0.984,False,35.0
25.0,0.02876901626586914,0.0,0.984,False,35.0
5.0,0.03002309799194336,0.0,0.984,False,35.0
1.0,0.028339862823486328,0.0,0.984,False,35.0
0.2,0.030679941177368164,0.0,0.983,False,35.0
0.04,0.02836012840270996,0.0,0.983,False,35.0
0.008,0.027482986450195312,0.0,0.9835,False,35.0
0.0016,0.02600693702697754,0.0,0.978,False,35.0
625.0,0.028676986694335938,0.0,0.971,False,36.0
125.0,0.025057077407836914,0.0,0.971,False,36.0
25.0,0.027323007583618164,0.0,0.971,False,36.0
5.0,0.0267031192779541,0.0,0.971,False,36.0
1.0,0.026412010192871094,0.0,0.9705,False,36.0
0.2,0.027451038360595703,0.0,0.977,False,36.0
0.04,0.02742600440979004,0.0,0.9765,False,36.0
0.008,0.02651190757751465,0.0,0.987,False,36.0
0.0016,0.028730154037475586,0.0,0.9825,False,36.0
625.0,0.02969503402709961,0.0,0.976,False,37.0
125.0,0.0280001163482666,0.0,0.98,False,37.0
25.0,0.025565147399902344,0.0,0.9825,False,37.0
5.0,0.02629709243774414,0.0,0.9845,False,37.0
1.0,0.027326107025146484,0.0,0.985,False,37.0
0.2,0.0271759033203125,0.0,0.9845,False,37.0
0.04,0.03780508041381836,0.0,0.9825,False,37.0
0.008,0.029320955276489258,0.0,0.984,False,37.0
0.0016,0.02834916114807129,0.0,0.984,False,37.0
625.0,0.025625228881835938,0.0,0.983,False,38.0
125.0,0.025890111923217773,0.0,0.983,False,38.0
25.0,0.026538848876953125,0.0,0.983,False,38.0
5.0,0.027589082717895508,0.0,0.9805,False,38.0
1.0,0.026935100555419922,0.0,0.9865,False,38.0
0.2,0.02606201171875,0.0,0.988,False,38.0
0.04,0.034216880798339844,0.0,0.9875,False,38.0
0.008,0.032026052474975586,0.0,0.9865,False,38.0
0.0016,0.026493072509765625,0.0,0.989,False,38.0
625.0,0.02861499786376953,0.0,0.986,False,39.0
125.0,0.02726912498474121,0.0,0.986,False,39.0
25.0,0.030820131301879883,0.0,0.986,False,39.0
5.0,0.027853965759277344,0.0,0.986,False,39.0
1.0,0.025519847869873047,0.0,0.9845,False,39.0
0.2,0.02777695655822754,0.0,0.9865,False,39.0
0.04,0.026504993438720703,0.0,0.9855,False,39.0
0.008,0.02601790428161621,0.0,0.986,False,39.0
0.0016,0.026485919952392578,0.0,0.985,False,39.0
625.0,0.02787184715270996,0.0,0.9715,False,40.0
125.0,0.02947711944580078,0.0,0.9715,False,40.0
25.0,0.049928903579711914,0.0,0.9715,False,40.0
5.0,0.030025959014892578,0.0,0.979,False,40.0
1.0,0.0295259952545166,0.0,0.979,False,40.0
0.2,0.025753021240234375,0.0,0.979,False,40.0
0.04,0.03208613395690918,0.0,0.9805,False,40.0
0.008,0.028895139694213867,0.0,0.981,False,40.0
0.0016,0.028775930404663086,0.0,0.9815,False,40.0
625.0,0.02686595916748047,0.0,0.9805,False,41.0
125.0,0.02593708038330078,0.0,0.9805,False,41.0
25.0,0.027650117874145508,0.0,0.9805,False,41.0
5.0,0.026374101638793945,0.0,0.978,False,41.0
1.0,0.026627063751220703,0.0,0.9795,False,41.0
0.2,0.025799989700317383,0.0,0.981,False,41.0
0.04,0.0261538028717041,0.0,0.98,False,41.0
0.008,0.02736210823059082,0.0,0.9815,False,41.0
0.0016,0.03225207328796387,0.0,0.981,False,41.0
625.0,0.026498079299926758,0.0,0.986,False,42.0
125.0,0.03616213798522949,0.0,0.986,False,42.0
25.0,0.02658390998840332,0.0,0.986,False,42.0
5.0,0.02640509605407715,0.0,0.986,False,42.0
1.0,0.02596592903137207,0.0,0.986,False,42.0
0.2,0.025395870208740234,0.0,0.9875,False,42.0
0.04,0.0279390811920166,0.0,0.9855,False,42.0
0.008,0.025942087173461914,0.0,0.987,False,42.0
0.0016,0.02738189697265625,0.0,0.985,False,42.0
625.0,0.02729511260986328,0.0,0.98,False,43.0
125.0,0.02688002586364746,0.0,0.98,False,43.0
25.0,0.029803991317749023,0.0,0.98,False,43.0
5.0,0.03470492362976074,0.0,0.978,False,43.0
1.0,0.04731583595275879,0.0,0.9825,False,43.0
0.2,0.026365995407104492,0.0,0.9815,False,43.0
0.04,0.02513909339904785,0.0,0.0,False,43.0
0.008,0.02758502960205078,0.0,0.982,False,43.0
0.0016,0.027475833892822266,0.0,0.982,False,43.0
625.0,0.02836918830871582,0.0,0.9785,False,44.0
125.0,0.025812864303588867,0.0,0.9785,False,44.0
25.0,0.026475906372070312,0.0,0.9785,False,44.0
5.0,0.02720189094543457,0.0,0.9785,False,44.0
1.0,0.026274919509887695,0.0,0.9725,False,44.0
0.2,0.028594017028808594,0.0,0.977,False,44.0
0.04,0.028840065002441406,0.0,0.9805,False,44.0
0.008,0.026983976364135742,0.0,0.982,False,44.0
0.0016,0.028610944747924805,0.0,0.9825,False,44.0
625.0,0.02620697021484375,0.0,0.9555,False,45.0
125.0,0.030566930770874023,0.0,0.9555,False,45.0
25.0,0.029973983764648438,0.0,0.9555,False,45.0
5.0,0.030222177505493164,0.0,0.955,False,45.0
1.0,0.025007009506225586,0.0,0.9655,False,45.0
0.2,0.026750802993774414,0.0,0.969,False,45.0
0.04,0.02597498893737793,0.0,0.9785,False,45.0
0.008,0.027916908264160156,0.0,0.9805,False,45.0
0.0016,0.04861593246459961,0.0,0.9795,False,45.0
625.0,0.026461124420166016,0.0,0.975,False,46.0
125.0,0.02530503273010254,0.0,0.975,False,46.0
25.0,0.02686905860900879,0.0,0.975,False,46.0
5.0,0.028786897659301758,0.0,0.975,False,46.0
1.0,0.03209996223449707,0.0,0.971,False,46.0
0.2,0.026508092880249023,0.0,0.967,False,46.0
0.04,0.026378870010375977,0.0,0.977,False,46.0
0.008,0.0256500244140625,0.0,0.979,False,46.0
0.0016,0.02892303466796875,0.0,0.978,False,46.0
625.0,0.03060007095336914,0.0,0.9725,False,47.0
125.0,0.02672410011291504,0.0,0.9725,False,47.0
25.0,0.02804088592529297,0.0,0.9725,False,47.0
5.0,0.027803897857666016,0.0,0.9725,False,47.0
1.0,0.029567956924438477,0.0,0.976,False,47.0
0.2,0.0292508602142334,0.0,0.975,False,47.0
0.04,0.029251813888549805,0.0,0.976,False,47.0
0.008,0.026330947875976562,0.0,0.9775,False,47.0
0.0016,0.026662111282348633,0.0,0.973,False,47.0
625.0,0.030920028686523438,0.0,0.976,False,48.0
125.0,0.03047919273376465,0.0,0.976,False,48.0
25.0,0.03102397918701172,0.0,0.976,False,48.0
5.0,0.03004598617553711,0.0,0.976,False,48.0
1.0,0.028868913650512695,0.0,0.9795,False,48.0
0.2,0.027688026428222656,0.0,0.975,False,48.0
0.04,0.027141094207763672,0.0,0.9805,False,48.0
0.008,0.029021024703979492,0.0,0.98,False,48.0
0.0016,0.027824878692626953,0.0,0.9795,False,48.0
625.0,0.028465986251831055,0.0,0.9625,False,49.0
125.0,0.02881598472595215,0.0,0.9625,False,49.0
25.0,0.026885986328125,0.0,0.9625,False,49.0
5.0,0.02898883819580078,0.0,0.9625,False,49.0
1.0,0.027042865753173828,0.0,0.9625,False,49.0
0.2,0.028041839599609375,0.0,0.981,False,49.0
0.04,0.030071020126342773,0.0,0.9815,False,49.0
0.008,0.02918696403503418,0.0,0.9845,False,49.0
0.0016,0.027449846267700195,0.0,0.984,False,49.0
625.0,0.0271608829498291,0.0,0.9835,False,50.0
125.0,0.02770709991455078,0.0,0.9835,False,50.0
25.0,0.0281221866607666,0.0,0.9835,False,50.0
5.0,0.02646613121032715,0.0,0.9835,False,50.0
1.0,0.02646780014038086,0.0,0.983,False,50.0
0.2,0.0327911376953125,0.0,0.9825,False,50.0
0.04,0.025650978088378906,0.0,0.98,False,50.0
0.008,0.027273893356323242,0.0,0.9835,False,50.0
0.0016,0.026729106903076172,0.0,0.979,False,50.0
625.0,0.0261080265045166,0.0,0.9825,False,51.0
125.0,0.0303499698638916,0.0,0.9825,False,51.0
25.0,0.0266110897064209,0.0,0.9825,False,51.0
5.0,0.02594590187072754,0.0,0.9825,False,51.0
1.0,0.025307893753051758,0.0,0.9835,False,51.0
0.2,0.02594590187072754,0.0,0.983,False,51.0
0.04,0.0257871150970459,0.0,0.981,False,51.0
0.008,0.027526140213012695,0.0,0.9795,False,51.0
0.0016,0.027673959732055664,0.0,0.981,False,51.0
625.0,0.027963876724243164,0.0,0.9735,False,52.0
125.0,0.028601884841918945,0.0,0.9735,False,52.0
25.0,0.03342795372009277,0.0,0.9735,False,52.0
5.0,0.027669191360473633,0.0,0.9735,False,52.0
1.0,0.029963016510009766,0.0,0.9815,False,52.0
0.2,0.027206897735595703,0.0,0.984,False,52.0
0.04,0.025841951370239258,0.0,0.9845,False,52.0
0.008,0.02893805503845215,0.0,0.985,False,52.0
0.0016,0.0340580940246582,0.0,0.9845,False,52.0
625.0,0.02546405792236328,0.0,0.983,False,53.0
125.0,0.029484033584594727,0.0,0.983,False,53.0
25.0,0.02730417251586914,0.0,0.983,False,53.0
5.0,0.026736974716186523,0.0,0.983,False,53.0
1.0,0.02854180335998535,0.0,0.9835,False,53.0
0.2,0.029484987258911133,0.0,0.983,False,53.0
0.04,0.027143001556396484,0.0,0.9835,False,53.0
0.008,0.026689767837524414,0.0,0.9805,False,53.0
0.0016,0.027673006057739258,0.0,0.983,False,53.0
625.0,0.028042078018188477,0.0,0.9725,False,54.0
125.0,0.027108192443847656,0.0,0.9715,False,54.0
25.0,0.02857184410095215,0.0,0.975,False,54.0
5.0,0.028020858764648438,0.0,0.978,False,54.0
1.0,0.03084421157836914,0.0,0.979,False,54.0
0.2,0.027684926986694336,0.0,0.974,False,54.0
0.04,0.02519392967224121,0.0,0.981,False,54.0
0.008,0.027273893356323242,0.0,0.983,False,54.0
0.0016,0.029248952865600586,0.0,0.983,False,54.0
625.0,0.027450084686279297,0.0,0.982,False,55.0
125.0,0.02768993377685547,0.0,0.982,False,55.0
25.0,0.025895118713378906,0.0,0.982,False,55.0
5.0,0.02662801742553711,0.0,0.981,False,55.0
1.0,0.030106067657470703,0.0,0.9785,False,55.0
0.2,0.02651691436767578,0.0,0.979,False,55.0
0.04,0.02614307403564453,0.0,0.983,False,55.0
0.008,0.026732921600341797,0.0,0.981,False,55.0
0.0016,0.028259992599487305,0.0,0.9815,False,55.0
625.0,0.02937602996826172,0.0,0.9825,False,56.0
