C,comp_time,outlier_ratio,test_accuracy,trial
125.0,0.0005490779876708984,0.0,0.977,27.0
25.0,0.00051116943359375,0.0,0.977,27.0
5.0,0.0005071163177490234,0.0,0.977,27.0
1.0,0.0004980564117431641,0.0,0.979,27.0
0.2,0.0004620552062988281,0.0,0.978,27.0
0.04,0.0004730224609375,0.0,0.981,27.0
0.008,0.0004780292510986328,0.0,0.9805,27.0
0.0016,0.0004949569702148438,0.0,0.98,27.0
625.0,0.008788824081420898,0.0,0.975,28.0
125.0,0.002819061279296875,0.0,0.975,28.0
25.0,0.0009469985961914062,0.0,0.975,28.0
5.0,0.0005338191986083984,0.0,0.9735,28.0
1.0,0.0004918575286865234,0.0,0.973,28.0
0.2,0.0004329681396484375,0.0,0.974,28.0
0.04,0.0005087852478027344,0.0,0.9765,28.0
0.008,0.0005860328674316406,0.0,0.9785,28.0
0.0016,0.0005059242248535156,0.0,0.9765,28.0
625.0,0.00047397613525390625,0.0,0.9705,29.0
125.0,0.0005168914794921875,0.0,0.9705,29.0
25.0,0.0004699230194091797,0.0,0.9705,29.0
5.0,0.0004839897155761719,0.0,0.9705,29.0
1.0,0.00047588348388671875,0.0,0.9705,29.0
0.2,0.0004360675811767578,0.0,0.9775,29.0
0.04,0.0005180835723876953,0.0,0.975,29.0
0.008,0.0004999637603759766,0.0,0.975,29.0
0.0016,0.0005321502685546875,0.0,0.9755,29.0
625.0,0.0005259513854980469,0.0,0.9645,30.0
125.0,0.0005300045013427734,0.0,0.9645,30.0
25.0,0.0004799365997314453,0.0,0.9645,30.0
5.0,0.0004889965057373047,0.0,0.9645,30.0
1.0,0.0005369186401367188,0.0,0.9645,30.0
0.2,0.0008320808410644531,0.0,0.97,30.0
0.04,0.0006210803985595703,0.0,0.9785,30.0
0.008,0.0004780292510986328,0.0,0.9795,30.0
0.0016,0.0007011890411376953,0.0,0.9805,30.0
625.0,0.0006639957427978516,0.0,0.9765,31.0
125.0,0.0004620552062988281,0.0,0.9765,31.0
25.0,0.0005710124969482422,0.0,0.9765,31.0
5.0,0.0004990100860595703,0.0,0.9765,31.0
1.0,0.0008649826049804688,0.0,0.977,31.0
0.2,0.0005900859832763672,0.0,0.979,31.0
0.04,0.0008151531219482422,0.0,0.976,31.0
0.008,0.0005161762237548828,0.0,0.9785,31.0
0.0016,0.0008111000061035156,0.0,0.9805,31.0
625.0,0.017824888229370117,0.0,0.9765,32.0
125.0,0.0041351318359375,0.0,0.9765,32.0
25.0,0.0012409687042236328,0.0,0.9765,32.0
5.0,0.0008080005645751953,0.0,0.9765,32.0
1.0,0.0005719661712646484,0.0,0.9785,32.0
0.2,0.0010328292846679688,0.0,0.9775,32.0
0.04,0.0004949569702148438,0.0,0.979,32.0
0.008,0.0007021427154541016,0.0,0.9805,32.0
0.0016,0.0006248950958251953,0.0,0.9805,32.0
625.0,0.006667137145996094,0.0,0.974,33.0
125.0,0.0018410682678222656,0.0,0.9745,33.0
25.0,0.0013489723205566406,0.0,0.9755,33.0
5.0,0.0007750988006591797,0.0,0.9755,33.0
1.0,0.0005710124969482422,0.0,0.976,33.0
0.2,0.0004999637603759766,0.0,0.9855,33.0
0.04,0.0005300045013427734,0.0,0.986,33.0
0.008,0.00047397613525390625,0.0,0.9855,33.0
0.0016,0.0005087852478027344,0.0,0.9845,33.0
625.0,0.04540300369262695,0.0,0.9855,34.0
125.0,0.00728607177734375,0.0,0.9855,34.0
25.0,0.0018870830535888672,0.0,0.9855,34.0
5.0,0.0008931159973144531,0.0,0.9855,34.0
1.0,0.0005638599395751953,0.0,0.9855,34.0
0.2,0.00048613548278808594,0.0,0.9845,34.0
0.04,0.0009319782257080078,0.0,0.985,34.0
0.008,0.0005159378051757812,0.0,0.9855,34.0
0.0016,0.0005300045013427734,0.0,0.985,34.0
625.0,0.055999040603637695,0.0,0.984,35.0
125.0,0.011857032775878906,0.0,0.984,35.0
25.0,0.0029730796813964844,0.0,0.9855,35.0
5.0,0.0009169578552246094,0.0,0.9855,35.0
1.0,0.000576019287109375,0.0,0.9835,35.0
0.2,0.0005409717559814453,0.0,0.9815,35.0
0.04,0.0004839897155761719,0.0,0.983,35.0
0.008,0.0006978511810302734,0.0,0.9835,35.0
0.0016,0.0005319118499755859,0.0,0.978,35.0
625.0,0.0018658638000488281,0.0,0.971,36.0
125.0,0.0007970333099365234,0.0,0.971,36.0
25.0,0.0005640983581542969,0.0,0.971,36.0
5.0,0.0005209445953369141,0.0,0.971,36.0
1.0,0.0005879402160644531,0.0,0.9705,36.0
0.2,0.0004799365997314453,0.0,0.977,36.0
0.04,0.00045108795166015625,0.0,0.9765,36.0
0.008,0.00047516822814941406,0.0,0.987,36.0
0.0016,0.0005900859832763672,0.0,0.9825,36.0
625.0,0.001062154769897461,0.0,0.976,37.0
125.0,0.0011699199676513672,0.0,0.98,37.0
25.0,0.0008668899536132812,0.0,0.9825,37.0
5.0,0.0005209445953369141,0.0,0.9845,37.0
1.0,0.0005369186401367188,0.0,0.985,37.0
0.2,0.0004911422729492188,0.0,0.9845,37.0
0.04,0.0005040168762207031,0.0,0.9825,37.0
0.008,0.0004889965057373047,0.0,0.984,37.0
0.0016,0.0005159378051757812,0.0,0.984,37.0
625.0,0.0005660057067871094,0.0,0.983,38.0
125.0,0.0006320476531982422,0.0,0.983,38.0
25.0,0.0005788803100585938,0.0,0.983,38.0
5.0,0.0005280971527099609,0.0,0.9805,38.0
1.0,0.0005161762237548828,0.0,0.9865,38.0
0.2,0.0004429817199707031,0.0,0.988,38.0
0.04,0.0004608631134033203,0.0,0.9875,38.0
0.008,0.0005090236663818359,0.0,0.9865,38.0
0.0016,0.0004961490631103516,0.0,0.989,38.0
625.0,0.0005700588226318359,0.0,0.986,39.0
125.0,0.0005350112915039062,0.0,0.986,39.0
25.0,0.000553131103515625,0.0,0.986,39.0
5.0,0.0005419254302978516,0.0,0.986,39.0
1.0,0.0006899833679199219,0.0,0.9845,39.0
0.2,0.000476837158203125,0.0,0.9865,39.0
0.04,0.0005369186401367188,0.0,0.9855,39.0
0.008,0.0004551410675048828,0.0,0.986,39.0
0.0016,0.0005271434783935547,0.0,0.985,39.0
625.0,0.006680965423583984,0.0,0.978,40.0
125.0,0.001837015151977539,0.0,0.978,40.0
25.0,0.0008730888366699219,0.0,0.978,40.0
5.0,0.000640869140625,0.0,0.979,40.0
1.0,0.0005049705505371094,0.0,0.979,40.0
0.2,0.00048089027404785156,0.0,0.979,40.0
0.04,0.00044798851013183594,0.0,0.9805,40.0
0.008,0.000514984130859375,0.0,0.981,40.0
0.0016,0.0004899501800537109,0.0,0.982,40.0
625.0,0.0006990432739257812,0.0,0.9805,41.0
125.0,0.0007541179656982422,0.0,0.9805,41.0
25.0,0.0007100105285644531,0.0,0.9805,41.0
5.0,0.0006198883056640625,0.0,0.978,41.0
1.0,0.0005581378936767578,0.0,0.9795,41.0
0.2,0.0005071163177490234,0.0,0.981,41.0
0.04,0.0005130767822265625,0.0,0.98,41.0
0.008,0.00047397613525390625,0.0,0.9815,41.0
0.0016,0.0005619525909423828,0.0,0.981,41.0
625.0,0.0005130767822265625,0.0,0.986,42.0
125.0,0.00047707557678222656,0.0,0.986,42.0
25.0,0.0004839897155761719,0.0,0.986,42.0
5.0,0.0005080699920654297,0.0,0.986,42.0
1.0,0.0004749298095703125,0.0,0.986,42.0
0.2,0.0005509853363037109,0.0,0.9875,42.0
0.04,0.0004918575286865234,0.0,0.9855,42.0
0.008,0.00045490264892578125,0.0,0.987,42.0
0.0016,0.0005099773406982422,0.0,0.985,42.0
625.0,0.019063949584960938,0.0,0.983,43.0
125.0,0.003873109817504883,0.0,0.983,43.0
25.0,0.0013217926025390625,0.0,0.983,43.0
5.0,0.0007240772247314453,0.0,0.983,43.0
1.0,0.0005130767822265625,0.0,0.983,43.0
0.2,0.0004889965057373047,0.0,0.9815,43.0
0.04,0.0004818439483642578,0.0,0.9805,43.0
0.008,0.0004630088806152344,0.0,0.982,43.0
0.0016,0.0005049705505371094,0.0,0.982,43.0
625.0,0.00045800209045410156,0.0,0.9785,44.0
125.0,0.00043582916259765625,0.0,0.9785,44.0
25.0,0.00045800209045410156,0.0,0.9785,44.0
5.0,0.0004298686981201172,0.0,0.9785,44.0
1.0,0.0005140304565429688,0.0,0.9725,44.0
0.2,0.0005209445953369141,0.0,0.977,44.0
0.04,0.00045299530029296875,0.0,0.9805,44.0
0.008,0.0005362033843994141,0.0,0.982,44.0
0.0016,0.0005359649658203125,0.0,0.9825,44.0
625.0,0.0004990100860595703,0.0,0.9555,45.0
125.0,0.0005338191986083984,0.0,0.9555,45.0
25.0,0.0005578994750976562,0.0,0.9555,45.0
5.0,0.0004940032958984375,0.0,0.955,45.0
1.0,0.0004971027374267578,0.0,0.9655,45.0
0.2,0.0004398822784423828,0.0,0.969,45.0
0.04,0.0004451274871826172,0.0,0.9785,45.0
0.008,0.0004329681396484375,0.0,0.9805,45.0
0.0016,0.0004870891571044922,0.0,0.9795,45.0
625.0,0.0005469322204589844,0.0,0.975,46.0
125.0,0.0005588531494140625,0.0,0.975,46.0
25.0,0.0005960464477539062,0.0,0.975,46.0
5.0,0.000514984130859375,0.0,0.975,46.0
1.0,0.0005619525909423828,0.0,0.971,46.0
0.2,0.0005040168762207031,0.0,0.967,46.0
0.04,0.00046706199645996094,0.0,0.977,46.0
0.008,0.0004661083221435547,0.0,0.979,46.0
0.0016,0.0005459785461425781,0.0,0.978,46.0
625.0,0.16261792182922363,0.0,0.975,47.0
125.0,0.03596997261047363,0.0,0.975,47.0
25.0,0.007700204849243164,0.0,0.975,47.0
5.0,0.002560138702392578,0.0,0.975,47.0
1.0,0.0012440681457519531,0.0,0.975,47.0
0.2,0.0005941390991210938,0.0,0.9735,47.0
0.04,0.0005199909210205078,0.0,0.9745,47.0
0.008,0.0005590915679931641,0.0,0.9775,47.0
0.0016,0.0005309581756591797,0.0,0.973,47.0
625.0,0.015020132064819336,0.0,0.9805,48.0
125.0,0.0032291412353515625,0.0,0.9805,48.0
25.0,0.0007288455963134766,0.0,0.98,48.0
5.0,0.0005688667297363281,0.0,0.9805,48.0
1.0,0.0004591941833496094,0.0,0.9805,48.0
0.2,0.0007619857788085938,0.0,0.9775,48.0
0.04,0.0005559921264648438,0.0,0.9805,48.0
0.008,0.0004980564117431641,0.0,0.98,48.0
0.0016,0.0005180835723876953,0.0,0.9795,48.0
625.0,0.0005359649658203125,0.0,0.9625,49.0
125.0,0.0005140304565429688,0.0,0.9625,49.0
25.0,0.0005180835723876953,0.0,0.9625,49.0
5.0,0.0005118846893310547,0.0,0.9625,49.0
1.0,0.0005171298980712891,0.0,0.9625,49.0
0.2,0.00045180320739746094,0.0,0.981,49.0
0.04,0.0005290508270263672,0.0,0.9815,49.0
0.008,0.00048804283142089844,0.0,0.9845,49.0
0.0016,0.0005218982696533203,0.0,0.984,49.0
625.0,0.0005238056182861328,0.0,0.9835,50.0
125.0,0.0005340576171875,0.0,0.9835,50.0
25.0,0.0005090236663818359,0.0,0.9835,50.0
5.0,0.0005030632019042969,0.0,0.9835,50.0
1.0,0.0004928112030029297,0.0,0.983,50.0
0.2,0.0004918575286865234,0.0,0.9825,50.0
0.04,0.0005209445953369141,0.0,0.98,50.0
0.008,0.0004608631134033203,0.0,0.9835,50.0
0.0016,0.0005109310150146484,0.0,0.979,50.0
625.0,0.0004649162292480469,0.0,0.9825,51.0
125.0,0.0004990100860595703,0.0,0.9825,51.0
25.0,0.0004971027374267578,0.0,0.9825,51.0
5.0,0.0004639625549316406,0.0,0.9825,51.0
1.0,0.0004889965057373047,0.0,0.9835,51.0
0.2,0.000476837158203125,0.0,0.983,51.0
0.04,0.0005338191986083984,0.0,0.981,51.0
0.008,0.00047898292541503906,0.0,0.9795,51.0
0.0016,0.0005979537963867188,0.0,0.981,51.0
625.0,0.016278982162475586,0.0,0.985,52.0
125.0,0.0037140846252441406,0.0,0.985,52.0
25.0,0.0009589195251464844,0.0,0.985,52.0
5.0,0.0005779266357421875,0.0,0.985,52.0
1.0,0.0004899501800537109,0.0,0.985,52.0
0.2,0.0008428096771240234,0.0,0.9855,52.0
0.04,0.0004558563232421875,0.0,0.9845,52.0
0.008,0.0004489421844482422,0.0,0.985,52.0
0.0016,0.0005190372467041016,0.0,0.9845,52.0
625.0,0.00045180320739746094,0.0,0.983,53.0
125.0,0.0004971027374267578,0.0,0.983,53.0
25.0,0.0005059242248535156,0.0,0.983,53.0
5.0,0.00045800209045410156,0.0,0.983,53.0
1.0,0.0005159378051757812,0.0,0.9835,53.0
0.2,0.0004410743713378906,0.0,0.983,53.0
0.04,0.00047898292541503906,0.0,0.9835,53.0
0.008,0.0004558563232421875,0.0,0.9805,53.0
0.0016,0.0005030632019042969,0.0,0.983,53.0
625.0,0.0014829635620117188,0.0,0.9725,54.0
125.0,0.0006031990051269531,0.0,0.9715,54.0
25.0,0.0006768703460693359,0.0,0.975,54.0
5.0,0.001344919204711914,0.0,0.978,54.0
1.0,0.00044989585876464844,0.0,0.979,54.0
0.2,0.0004978179931640625,0.0,0.974,54.0
0.04,0.0004839897155761719,0.0,0.981,54.0
0.008,0.0004470348358154297,0.0,0.983,54.0
0.0016,0.0004899501800537109,0.0,0.983,54.0
625.0,0.0006940364837646484,0.0,0.982,55.0
125.0,0.0006971359252929688,0.0,0.982,55.0
25.0,0.0006868839263916016,0.0,0.982,55.0
5.0,0.0005271434783935547,0.0,0.981,55.0
1.0,0.0005071163177490234,0.0,0.9785,55.0
0.2,0.0004899501800537109,0.0,0.979,55.0
0.04,0.00046706199645996094,0.0,0.983,55.0
0.008,0.0005009174346923828,0.0,0.981,55.0
0.0016,0.0005071163177490234,0.0,0.981,55.0
625.0,0.0018270015716552734,0.0,0.9825,56.0
125.0,0.000782012939453125,0.0,0.9825,56.0
25.0,0.0005359649658203125,0.0,0.9825,56.0
5.0,0.0004928112030029297,0.0,0.9855,56.0
1.0,0.0004410743713378906,0.0,0.9805,56.0
0.2,0.00045609474182128906,0.0,0.9825,56.0
0.04,0.0004999637603759766,0.0,0.982,56.0
0.008,0.0005002021789550781,0.0,0.982,56.0
0.0016,0.0004918575286865234,0.0,0.981,56.0
625.0,0.09092283248901367,0.0,0.9815,57.0
125.0,0.02103114128112793,0.0,0.9815,57.0
25.0,0.004945039749145508,0.0,0.9815,57.0
5.0,0.001680135726928711,0.0,0.9815,57.0
1.0,0.0010578632354736328,0.0,0.9815,57.0
0.2,0.0006029605865478516,0.0,0.981,57.0
0.04,0.0005490779876708984,0.0,0.9825,57.0
0.008,0.0005719661712646484,0.0,0.981,57.0
0.0016,0.0005249977111816406,0.0,0.983,57.0
625.0,0.003371000289916992,0.0,0.9845,58.0
125.0,0.0015931129455566406,0.0,0.9845,58.0
25.0,0.0009319782257080078,0.0,0.9845,58.0
5.0,0.0005609989166259766,0.0,0.9835,58.0
1.0,0.0005400180816650391,0.0,0.9835,58.0
