VaR,comp_time,nu,outlier_ratio,test_accuracy,tr-CVaR,trial
-7.196178128406891,0.060617923736572266,0.9,0.0,0.962,-374.0727394669118,23.0
-6.212264096075453,0.028452157974243164,0.8,0.0,0.968,-306.23940583899963,23.0
-5.398984021552806,0.02731800079345703,0.7,0.0,0.965,-248.26310973925052,23.0
-5.069714400593064,0.03701519966125488,0.6,0.0,0.971,-196.0568092778827,23.0
-4.536800632105803,0.038713932037353516,0.5,0.0,0.9705,-148.3571227454435,23.0
-4.207911561619563,0.050189971923828125,0.4,0.0,0.968,-104.57399007690766,23.0
-3.377850294850083,0.07399201393127441,0.29999999999999993,0.0,0.9775,-66.74939506313088,23.0
-2.8502446796036254,0.02499699592590332,0.19999999999999996,0.0,0.98,-35.9059463134564,23.0
-2.14300236920339,0.047502994537353516,0.1,0.0,0.977,-10.123609282041581,23.0
-6.942904141164746,0.038677215576171875,0.9,0.0,0.9765,-359.8460956297624,24.0
-6.102618671191652,0.03505301475524902,0.8,0.0,0.981,-295.1370497411705,24.0
-5.4703038055294595,0.03700089454650879,0.7,0.0,0.983,-235.51089185276672,24.0
-4.894751932864956,0.03549003601074219,0.6,0.0,0.982,-183.2908744659451,24.0
-4.383089893281951,0.03365015983581543,0.5,0.0,0.983,-136.61171301382527,24.0
-3.7090276257623995,0.03687405586242676,0.4,0.0,0.9845,-96.67916495012821,24.0
-3.3364974163268855,0.03758811950683594,0.29999999999999993,0.0,0.9865,-61.28443649426606,24.0
-2.8194723875338012,0.02400994300842285,0.19999999999999996,0.0,0.9865,-30.46067530820833,24.0
-1.7620243546214587,0.03736710548400879,0.1,0.0,0.985,-7.449802594835964,24.0
-7.046761164100431,0.053730010986328125,0.9,0.0,0.959,-351.5561524646188,25.0
-6.270664601841647,0.03859400749206543,0.8,0.0,0.9695,-285.2106592574625,25.0
-5.487536550677869,0.04614996910095215,0.7,0.0,0.975,-225.9334491806142,25.0
-4.941716929593387,0.04844498634338379,0.6,0.0,0.9775,-174.81997764730056,25.0
-4.080011187683178,0.03430795669555664,0.5,0.0,0.982,-130.19729193874855,25.0
-3.6195106668656685,0.024909019470214844,0.4,0.0,0.9825,-91.57729805598865,25.0
-3.224129189496851,0.03247690200805664,0.29999999999999993,0.0,0.984,-57.30138336612496,25.0
-2.524694771990473,0.03774905204772949,0.19999999999999996,0.0,0.982,-28.687252932514838,25.0
-1.7583331711814003,0.02533698081970215,0.1,0.0,0.98,-6.900883483570184,25.0
-7.094907988271191,0.054860830307006836,0.9,0.0,0.9795,-370.2965809024455,26.0
-6.159266873216045,0.035034894943237305,0.8,0.0,0.981,-304.1406260199978,26.0
-5.321882125684722,0.03396916389465332,0.7,0.0,0.9825,-245.88441599854067,26.0
-4.67350156890659,0.028395891189575195,0.6,0.0,0.9805,-196.1975228997022,26.0
-4.455099244858585,0.02903008460998535,0.5,0.0,0.9815,-150.2452504209288,26.0
-4.037972860653826,0.024201154708862305,0.4,0.0,0.9815,-107.42438208762792,26.0
-3.6155500867866275,0.028321027755737305,0.29999999999999993,0.0,0.982,-68.81948609954546,26.0
-2.9883684496244953,0.032111167907714844,0.19999999999999996,0.0,0.9845,-35.04193056030147,26.0
-2.02105424331042,0.035711050033569336,0.1,0.0,0.978,-9.03286833939708,26.0
-7.052391870424279,0.07708382606506348,0.9,0.0,0.97,-333.0368769125433,27.0
-5.653678751447399,0.03041696548461914,0.8,0.0,0.9795,-270.12237766832686,27.0
-5.273578119817181,0.03252100944519043,0.7,0.0,0.9785,-215.21584530858817,27.0
-4.6691354598440435,0.023684978485107422,0.6,0.0,0.981,-164.62809277627215,27.0
-3.945229401390322,0.04513192176818848,0.5,0.0,0.982,-123.70700401116052,27.0
-3.7789091895069227,0.051396846771240234,0.4,0.0,0.982,-85.18071705252484,27.0
-2.931190245982356,0.05009818077087402,0.29999999999999993,0.0,0.983,-52.713471288530165,27.0
-2.4103470816569676,0.03422808647155762,0.19999999999999996,0.0,0.985,-25.965690121328937,27.0
-1.5346090752522472,0.040426015853881836,0.1,0.0,0.9815,-6.735054527045866,27.0
-7.005020233166721,0.054795026779174805,0.9,0.0,0.9565,-332.7365208939125,28.0
-5.761295093238221,0.027475833892822266,0.8,0.0,0.9765,-267.85205216695715,28.0
-4.967121064542707,0.03801393508911133,0.7,0.0,0.975,-215.56971858081425,28.0
-4.415676281606503,0.04149293899536133,0.6,0.0,0.9765,-168.87310163568694,28.0
-3.8724828163352627,0.04402804374694824,0.5,0.0,0.977,-127.32523889695861,28.0
-3.4486075770848044,0.02254009246826172,0.4,0.0,0.975,-90.48731206312347,28.0
-3.1194166309740936,0.024975061416625977,0.29999999999999993,0.0,0.9755,-57.29219039208747,28.0
-2.554901292940355,0.04072093963623047,0.19999999999999996,0.0,0.975,-27.926860357512247,28.0
-1.5302342739711476,0.03690004348754883,0.1,0.0,0.977,-4.85949340262009,28.0
-7.140500500656905,0.027354001998901367,0.9,0.0,0.964,-346.16586308846524,29.0
-5.790483272187438,0.03776192665100098,0.8,0.0,0.974,-281.7941619446366,29.0
-5.048839224832776,0.031706809997558594,0.7,0.0,0.9755,-227.8243525990067,29.0
-4.652254022199256,0.029139041900634766,0.6,0.0,0.975,-179.1111399874797,29.0
-4.1363500079307,0.025274038314819336,0.5,0.0,0.9755,-135.1312933672575,29.0
-3.828377778519272,0.02568507194519043,0.4,0.0,0.9745,-95.71739912059041,29.0
-3.3758441946341327,0.02751016616821289,0.29999999999999993,0.0,0.9755,-58.99127290263764,29.0
-2.89378155002523,0.0244748592376709,0.19999999999999996,0.0,0.9745,-27.884647176876896,29.0
-1.3901044181038889,0.02932596206665039,0.1,0.0,0.9765,-6.179111272945193,29.0
-7.077358316977519,0.04369211196899414,0.9,0.0,0.978,-369.38084642577576,30.0
-6.305244892029513,0.025816917419433594,0.8,0.0,0.977,-302.30175212938224,30.0
-5.701461412170613,0.034089088439941406,0.7,0.0,0.9795,-242.80218057324578,30.0
-5.116571031880377,0.061020851135253906,0.6,0.0,0.978,-189.59609628279952,30.0
-4.640144653053905,0.0271759033203125,0.5,0.0,0.98,-140.83695055520994,30.0
-3.845407186901007,0.02520585060119629,0.4,0.0,0.98,-99.20097715200535,30.0
-3.2948793643382563,0.025801897048950195,0.29999999999999993,0.0,0.9805,-64.14996509714844,30.0
-2.6684448205151328,0.030876874923706055,0.19999999999999996,0.0,0.98,-34.10418166957305,30.0
-2.2863629350427583,0.02338385581970215,0.1,0.0,0.979,-9.693221419854545,30.0
-7.024256116886721,0.03823590278625488,0.9,0.0,0.9805,-349.75797052035335,31.0
-6.000912042514802,0.07114505767822266,0.8,0.0,0.97,-286.2463051382817,31.0
-5.342215147605938,0.042487144470214844,0.7,0.0,0.97,-230.42036637260043,31.0
-4.945960586011484,0.04637908935546875,0.6,0.0,0.973,-179.09619721301016,31.0
-4.331639713899214,0.049008846282958984,0.5,0.0,0.9795,-133.0047558183338,31.0
-3.474171998340428,0.04369616508483887,0.4,0.0,0.9805,-92.4587213390837,31.0
-3.0780459047624875,0.046337127685546875,0.29999999999999993,0.0,0.98,-59.44694249960592,31.0
-2.562568516738018,0.04644298553466797,0.19999999999999996,0.0,0.9795,-31.159915704096374,31.0
-1.934476851671338,0.031259775161743164,0.1,0.0,0.9755,-8.673544663797768,31.0
-6.654192172334024,0.03756308555603027,0.9,0.0,0.977,-337.8661786977765,32.0
-6.022821670321921,0.03508710861206055,0.8,0.0,0.9805,-275.60924111840495,32.0
-5.438244891256742,0.04315304756164551,0.7,0.0,0.976,-218.916959654513,32.0
-4.810786731922497,0.055734872817993164,0.6,0.0,0.9775,-169.2835569920008,32.0
-4.205388205912212,0.0367739200592041,0.5,0.0,0.9815,-124.85197343145138,32.0
-3.705066841753284,0.02752399444580078,0.4,0.0,0.981,-85.4649626267914,32.0
-3.2772643931071244,0.026534080505371094,0.29999999999999993,0.0,0.9825,-51.08986506969019,32.0
-2.0938248244616657,0.02787184715270996,0.19999999999999996,0.0,0.9805,-24.189307498596005,32.0
-1.5054778690119772,0.028495073318481445,0.1,0.0,0.978,-6.648632153142843,32.0
-6.6806795639642145,0.05284595489501953,0.9,0.0,0.9635,-329.23257856163406,33.0
-5.461210768534918,0.037622928619384766,0.8,0.0,0.9845,-268.7715051393575,33.0
-4.898590081356595,0.028914213180541992,0.7,0.0,0.9865,-217.2715758575641,33.0
-4.505942005686146,0.04671001434326172,0.6,0.0,0.9835,-170.29469009786848,33.0
-4.035889993790452,0.03888392448425293,0.5,0.0,0.984,-127.15192265473654,33.0
-3.712070801622698,0.035880088806152344,0.4,0.0,0.984,-88.23859340856593,33.0
-3.1878020147706545,0.027487993240356445,0.29999999999999993,0.0,0.987,-53.96324086388853,33.0
-2.5539091205289353,0.030228137969970703,0.19999999999999996,0.0,0.9875,-25.658759308791762,33.0
-1.4207096317658026,0.028017044067382812,0.1,0.0,0.9855,-6.138728488863386,33.0
-6.4279620852380654,0.04835700988769531,0.9,0.0,0.978,-329.36382879708776,34.0
-5.5771289388336855,0.03711199760437012,0.8,0.0,0.9825,-270.2817747796715,34.0
-5.07037954960975,0.03950309753417969,0.7,0.0,0.9825,-216.53716288843975,34.0
-4.286894350100241,0.0439610481262207,0.6,0.0,0.9815,-170.92866022304557,34.0
