C,comp_time,outlier_ratio,test_accuracy,timeout,trial
125.0,0.04017996788024902,0.0,0.9675,False,7.0
25.0,0.039665937423706055,0.0,0.9675,False,7.0
5.0,0.03970694541931152,0.0,0.9675,False,7.0
1.0,0.04447507858276367,0.0,0.974,False,7.0
0.2,0.04416489601135254,0.0,0.977,False,7.0
0.04,0.04347801208496094,0.0,0.981,False,7.0
0.008,0.04264497756958008,0.0,0.9785,False,7.0
0.0016,0.03841590881347656,0.0,0.9765,False,7.0
625.0,0.10321307182312012,0.0,0.973,False,8.0
125.0,0.12453603744506836,0.0,0.973,False,8.0
25.0,0.09139585494995117,0.0,0.977,False,8.0
5.0,0.08387303352355957,0.0,0.977,False,8.0
1.0,0.08266997337341309,0.0,0.9815,False,8.0
0.2,0.10298705101013184,0.0,0.9815,False,8.0
0.04,0.0462648868560791,0.0,0.9825,False,8.0
0.008,0.04153299331665039,0.0,0.9855,False,8.0
0.0016,0.039650917053222656,0.0,0.9835,False,8.0
625.0,0.04155588150024414,0.0,0.9815,False,9.0
125.0,0.039250850677490234,0.0,0.9815,False,9.0
25.0,0.039299964904785156,0.0,0.9815,False,9.0
5.0,0.042938947677612305,0.0,0.9815,False,9.0
1.0,0.04304790496826172,0.0,0.982,False,9.0
0.2,0.04081583023071289,0.0,0.979,False,9.0
0.04,0.046681880950927734,0.0,0.9775,False,9.0
0.008,0.04114198684692383,0.0,0.98,False,9.0
0.0016,0.039032936096191406,0.0,0.9805,False,9.0
625.0,0.04299497604370117,0.0,0.9875,False,10.0
125.0,0.04633688926696777,0.0,0.988,False,10.0
25.0,0.04855012893676758,0.0,0.9875,False,10.0
5.0,0.04283308982849121,0.0,0.988,False,10.0
1.0,0.046682119369506836,0.0,0.9885,False,10.0
0.2,0.05068612098693848,0.0,0.985,False,10.0
0.04,0.046662092208862305,0.0,0.9825,False,10.0
0.008,0.0443727970123291,0.0,0.986,False,10.0
0.0016,0.06411099433898926,0.0,0.983,False,10.0
625.0,0.04610109329223633,0.0,0.977,False,11.0
125.0,0.06807804107666016,0.0,0.977,False,11.0
25.0,0.04478096961975098,0.0,0.977,False,11.0
5.0,0.04241299629211426,0.0,0.977,False,11.0
1.0,0.04285597801208496,0.0,0.979,False,11.0
0.2,0.04760289192199707,0.0,0.976,False,11.0
0.04,0.04954099655151367,0.0,0.9785,False,11.0
0.008,0.07298398017883301,0.0,0.9795,False,11.0
0.0016,0.04322385787963867,0.0,0.981,False,11.0
625.0,0.07458996772766113,0.0,0.982,False,12.0
125.0,0.04104280471801758,0.0,0.982,False,12.0
25.0,0.0445408821105957,0.0,0.982,False,12.0
5.0,0.04010295867919922,0.0,0.982,False,12.0
1.0,0.041517019271850586,0.0,0.982,False,12.0
0.2,0.04294395446777344,0.0,0.982,False,12.0
0.04,0.050248146057128906,0.0,0.982,False,12.0
0.008,0.04205322265625,0.0,0.987,False,12.0
0.0016,0.038159847259521484,0.0,0.989,False,12.0
625.0,0.04104495048522949,0.0,0.963,False,13.0
125.0,0.04129385948181152,0.0,0.963,False,13.0
25.0,0.03841090202331543,0.0,0.963,False,13.0
5.0,0.040715932846069336,0.0,0.963,False,13.0
1.0,0.0408627986907959,0.0,0.975,False,13.0
0.2,0.04643702507019043,0.0,0.9785,False,13.0
0.04,0.04515695571899414,0.0,0.9785,False,13.0
0.008,0.05198502540588379,0.0,0.9765,False,13.0
0.0016,0.038619041442871094,0.0,0.9775,False,13.0
625.0,0.07282185554504395,0.0,0.9715,False,14.0
125.0,0.06458401679992676,0.0,0.9715,False,14.0
25.0,0.05634903907775879,0.0,0.9715,False,14.0
5.0,0.06006598472595215,0.0,0.973,False,14.0
1.0,0.044790029525756836,0.0,0.978,False,14.0
0.2,0.04692196846008301,0.0,0.9785,False,14.0
0.04,0.05964803695678711,0.0,0.9805,False,14.0
0.008,0.043066978454589844,0.0,0.98,False,14.0
0.0016,0.03872394561767578,0.0,0.977,False,14.0
625.0,0.04058194160461426,0.0,0.9525,False,15.0
125.0,0.03962302207946777,0.0,0.9525,False,15.0
25.0,0.03872990608215332,0.0,0.9525,False,15.0
5.0,0.04569697380065918,0.0,0.9525,False,15.0
1.0,0.05105710029602051,0.0,0.9595,False,15.0
0.2,0.04356503486633301,0.0,0.9685,False,15.0
0.04,0.04306292533874512,0.0,0.9705,False,15.0
0.008,0.04427480697631836,0.0,0.9745,False,15.0
0.0016,0.044449806213378906,0.0,0.9745,False,15.0
625.0,0.05973196029663086,0.0,0.9825,False,16.0
125.0,0.05575108528137207,0.0,0.9825,False,16.0
25.0,0.0635671615600586,0.0,0.9825,False,16.0
5.0,0.07639479637145996,0.0,0.9785,False,16.0
1.0,0.06154799461364746,0.0,0.982,False,16.0
0.2,0.04615902900695801,0.0,0.9875,False,16.0
0.04,0.044947147369384766,0.0,0.9875,False,16.0
0.008,0.04072093963623047,0.0,0.985,False,16.0
0.0016,0.038324832916259766,0.0,0.988,False,16.0
625.0,0.10420513153076172,0.0,0.9445,False,17.0
125.0,0.0646660327911377,0.0,0.9445,False,17.0
25.0,0.0667271614074707,0.0,0.9445,False,17.0
5.0,0.05399608612060547,0.0,0.9445,False,17.0
1.0,0.059964895248413086,0.0,0.9445,False,17.0
0.2,0.05124711990356445,0.0,0.9775,False,17.0
0.04,0.043519020080566406,0.0,0.9775,False,17.0
0.008,0.04681801795959473,0.0,0.9755,False,17.0
0.0016,0.05639290809631348,0.0,0.9745,False,17.0
625.0,0.06007099151611328,0.0,0.9765,False,18.0
125.0,0.05656599998474121,0.0,0.9765,False,18.0
25.0,0.05947279930114746,0.0,0.9765,False,18.0
5.0,0.07198095321655273,0.0,0.9765,False,18.0
1.0,0.054617881774902344,0.0,0.9765,False,18.0
0.2,0.055361032485961914,0.0,0.9765,False,18.0
0.04,0.07882404327392578,0.0,0.9725,False,18.0
0.008,0.04399394989013672,0.0,0.9775,False,18.0
0.0016,0.043875932693481445,0.0,0.979,False,18.0
625.0,0.041771888732910156,0.0,0.98,False,19.0
125.0,0.04498696327209473,0.0,0.98,False,19.0
25.0,0.04262709617614746,0.0,0.98,False,19.0
5.0,0.041651010513305664,0.0,0.98,False,19.0
1.0,0.043992042541503906,0.0,0.98,False,19.0
0.2,0.047567129135131836,0.0,0.979,False,19.0
0.04,0.04577779769897461,0.0,0.98,False,19.0
0.008,0.04692411422729492,0.0,0.979,False,19.0
0.0016,0.04597020149230957,0.0,0.975,False,19.0
625.0,0.04414796829223633,0.0,0.9795,False,20.0
125.0,0.05318403244018555,0.0,0.9795,False,20.0
25.0,0.0488278865814209,0.0,0.9795,False,20.0
5.0,0.04004788398742676,0.0,0.9795,False,20.0
1.0,0.04556012153625488,0.0,0.9815,False,20.0
0.2,0.05678510665893555,0.0,0.982,False,20.0
0.04,0.04842400550842285,0.0,0.9815,False,20.0
0.008,0.041175127029418945,0.0,0.98,False,20.0
0.0016,0.03970503807067871,0.0,0.9795,False,20.0
625.0,0.0415349006652832,0.0,0.976,False,21.0
125.0,0.04286503791809082,0.0,0.976,False,21.0
25.0,0.04120802879333496,0.0,0.976,False,21.0
5.0,0.03930401802062988,0.0,0.976,False,21.0
1.0,0.03998994827270508,0.0,0.9795,False,21.0
0.2,0.04523301124572754,0.0,0.986,False,21.0
0.04,0.04437398910522461,0.0,0.986,False,21.0
0.008,0.05149102210998535,0.0,0.984,False,21.0
0.0016,0.03834891319274902,0.0,0.986,False,21.0
625.0,0.11115884780883789,0.0,0.9765,False,22.0
125.0,0.08412909507751465,0.0,0.9765,False,22.0
25.0,0.06960892677307129,0.0,0.9765,False,22.0
5.0,0.08361196517944336,0.0,0.9765,False,22.0
1.0,0.08213400840759277,0.0,0.9815,False,22.0
0.2,0.08265185356140137,0.0,0.983,False,22.0
0.04,0.0425717830657959,0.0,0.9895,False,22.0
0.008,0.0416111946105957,0.0,0.99,False,22.0
0.0016,0.040467023849487305,0.0,0.989,False,22.0
625.0,0.040515899658203125,0.0,0.966,False,23.0
125.0,0.03987383842468262,0.0,0.966,False,23.0
25.0,0.038236141204833984,0.0,0.966,False,23.0
5.0,0.04149985313415527,0.0,0.966,False,23.0
1.0,0.045387983322143555,0.0,0.975,False,23.0
0.2,0.0422670841217041,0.0,0.9805,False,23.0
0.04,0.05232977867126465,0.0,0.977,False,23.0
0.008,0.04836916923522949,0.0,0.9795,False,23.0
0.0016,0.04665493965148926,0.0,0.9735,False,23.0
625.0,0.04158902168273926,0.0,0.9805,False,24.0
125.0,0.04740095138549805,0.0,0.9805,False,24.0
25.0,0.03895092010498047,0.0,0.9805,False,24.0
5.0,0.04123687744140625,0.0,0.9805,False,24.0
1.0,0.05331087112426758,0.0,0.983,False,24.0
0.2,0.0486750602722168,0.0,0.9855,False,24.0
0.04,0.0457460880279541,0.0,0.9875,False,24.0
0.008,0.0436701774597168,0.0,0.985,False,24.0
0.0016,0.04150700569152832,0.0,0.9855,False,24.0
625.0,0.041021108627319336,0.0,0.971,False,25.0
125.0,0.04165291786193848,0.0,0.971,False,25.0
25.0,0.04151010513305664,0.0,0.971,False,25.0
5.0,0.03974485397338867,0.0,0.971,False,25.0
1.0,0.043604135513305664,0.0,0.982,False,25.0
0.2,0.058917999267578125,0.0,0.983,False,25.0
0.04,0.0484619140625,0.0,0.98,False,25.0
0.008,0.047267913818359375,0.0,0.983,False,25.0
0.0016,0.03829598426818848,0.0,0.0,False,25.0
625.0,0.04021501541137695,0.0,0.981,False,26.0
125.0,0.0384371280670166,0.0,0.981,False,26.0
25.0,0.03984999656677246,0.0,0.981,False,26.0
5.0,0.0383000373840332,0.0,0.981,False,26.0
1.0,0.0433049201965332,0.0,0.9805,False,26.0
0.2,0.04783511161804199,0.0,0.986,False,26.0
0.04,0.04741501808166504,0.0,0.981,False,26.0
0.008,0.049880027770996094,0.0,0.9855,False,26.0
0.0016,0.042630910873413086,0.0,0.982,False,26.0
625.0,0.050135135650634766,0.0,0.977,False,27.0
125.0,0.040077924728393555,0.0,0.977,False,27.0
25.0,0.038804054260253906,0.0,0.977,False,27.0
5.0,0.04392385482788086,0.0,0.977,False,27.0
1.0,0.04075908660888672,0.0,0.979,False,27.0
0.2,0.04662203788757324,0.0,0.978,False,27.0
0.04,0.04368114471435547,0.0,0.981,False,27.0
0.008,0.04252791404724121,0.0,0.9805,False,27.0
0.0016,0.04580998420715332,0.0,0.98,False,27.0
625.0,0.05817294120788574,0.0,0.9685,False,28.0
125.0,0.07260298728942871,0.0,0.967,False,28.0
25.0,0.06270289421081543,0.0,0.972,False,28.0
5.0,0.07073187828063965,0.0,0.975,False,28.0
1.0,0.07972884178161621,0.0,0.974,False,28.0
0.2,0.04728412628173828,0.0,0.974,False,28.0
0.04,0.05136394500732422,0.0,0.9765,False,28.0
0.008,0.05196690559387207,0.0,0.9785,False,28.0
0.0016,0.03820300102233887,0.0,0.9765,False,28.0
625.0,0.05040907859802246,0.0,0.9705,False,29.0
125.0,0.04069185256958008,0.0,0.9705,False,29.0
25.0,0.03804779052734375,0.0,0.9705,False,29.0
5.0,0.0478971004486084,0.0,0.9705,False,29.0
1.0,0.04955315589904785,0.0,0.9705,False,29.0
0.2,0.05092120170593262,0.0,0.9775,False,29.0
0.04,0.06057286262512207,0.0,0.975,False,29.0
0.008,0.04150104522705078,0.0,0.975,False,29.0
0.0016,0.03747081756591797,0.0,0.9755,False,29.0
625.0,0.040879011154174805,0.0,0.9645,False,30.0
125.0,0.04274415969848633,0.0,0.9645,False,30.0
25.0,0.041676998138427734,0.0,0.9645,False,30.0
5.0,0.03888392448425293,0.0,0.9645,False,30.0
1.0,0.038863182067871094,0.0,0.9645,False,30.0
0.2,0.05677986145019531,0.0,0.97,False,30.0
0.04,0.04778409004211426,0.0,0.9785,False,30.0
0.008,0.045348167419433594,0.0,0.9795,False,30.0
0.0016,0.03895092010498047,0.0,0.9805,False,30.0
625.0,0.04073905944824219,0.0,0.9765,False,31.0
125.0,0.04362201690673828,0.0,0.9765,False,31.0
25.0,0.03876209259033203,0.0,0.9765,False,31.0
5.0,0.04627799987792969,0.0,0.9765,False,31.0
1.0,0.04361581802368164,0.0,0.977,False,31.0
0.2,0.05889010429382324,0.0,0.979,False,31.0
0.04,0.05178093910217285,0.0,0.976,False,31.0
0.008,0.041993141174316406,0.0,0.9785,False,31.0
0.0016,0.03780794143676758,0.0,0.9805,False,31.0
625.0,0.0661931037902832,0.0,0.9635,False,32.0
125.0,0.06291890144348145,0.0,0.9635,False,32.0
25.0,0.06776714324951172,0.0,0.9635,False,32.0
5.0,0.07138705253601074,0.0,0.9635,False,32.0
1.0,0.06517291069030762,0.0,0.9665,False,32.0
0.2,0.07086014747619629,0.0,0.974,False,32.0
0.04,0.0691380500793457,0.0,0.977,False,32.0
0.008,0.04169321060180664,0.0,0.9805,False,32.0
0.0016,0.043055057525634766,0.0,0.9805,False,32.0
625.0,0.05430412292480469,0.0,0.974,False,33.0
125.0,0.06412911415100098,0.0,0.974,False,33.0
25.0,0.04043984413146973,0.0,0.9755,False,33.0
5.0,0.047904014587402344,0.0,0.9755,False,33.0
1.0,0.04816794395446777,0.0,0.976,False,33.0
0.2,0.044374942779541016,0.0,0.9855,False,33.0
0.04,0.04702496528625488,0.0,0.986,False,33.0
0.008,0.041683197021484375,0.0,0.9855,False,33.0
0.0016,0.03811907768249512,0.0,0.9845,False,33.0
625.0,0.07380199432373047,0.0,0.972,False,34.0
125.0,0.07329607009887695,0.0,0.972,False,34.0
25.0,0.06569314002990723,0.0,0.972,False,34.0
5.0,0.0661001205444336,0.0,0.975,False,34.0
1.0,0.05786490440368652,0.0,0.9845,False,34.0
0.2,0.06043601036071777,0.0,0.986,False,34.0
0.04,0.07456398010253906,0.0,0.9835,False,34.0
0.008,0.07048797607421875,0.0,0.9855,False,34.0
0.0016,0.040766000747680664,0.0,0.985,False,34.0
625.0,0.06702899932861328,0.0,0.984,False,35.0
125.0,0.07013797760009766,0.0,0.984,False,35.0
25.0,0.07506704330444336,0.0,0.984,False,35.0
5.0,0.09020686149597168,0.0,0.984,False,35.0
1.0,0.06514596939086914,0.0,0.984,False,35.0
0.2,0.08370804786682129,0.0,0.983,False,35.0
0.04,0.053175926208496094,0.0,0.983,False,35.0
0.008,0.04312396049499512,0.0,0.9835,False,35.0
0.0016,0.03765606880187988,0.0,0.978,False,35.0
625.0,0.047850847244262695,0.0,0.971,False,36.0
125.0,0.045548200607299805,0.0,0.971,False,36.0
25.0,0.053102970123291016,0.0,0.971,False,36.0
5.0,0.04005312919616699,0.0,0.971,False,36.0
1.0,0.04457807540893555,0.0,0.9705,False,36.0
0.2,0.05194902420043945,0.0,0.977,False,36.0
0.04,0.043869972229003906,0.0,0.9765,False,36.0
0.008,0.04083704948425293,0.0,0.987,False,36.0
0.0016,0.07907986640930176,0.0,0.9825,False,36.0
625.0,0.04485297203063965,0.0,0.976,False,37.0
125.0,0.03834700584411621,0.0,0.98,False,37.0
25.0,0.04377913475036621,0.0,0.9825,False,37.0
5.0,0.04521608352661133,0.0,0.9845,False,37.0
1.0,0.041502952575683594,0.0,0.985,False,37.0
0.2,0.055960893630981445,0.0,0.9845,False,37.0
0.04,0.04705309867858887,0.0,0.9825,False,37.0
0.008,0.05195116996765137,0.0,0.984,False,37.0
0.0016,0.03906083106994629,0.0,0.984,False,37.0
625.0,0.04021406173706055,0.0,0.983,False,38.0
125.0,0.05100202560424805,0.0,0.983,False,38.0
25.0,0.037123918533325195,0.0,0.983,False,38.0
5.0,0.040680885314941406,0.0,0.9805,False,38.0
1.0,0.04089188575744629,0.0,0.9865,False,38.0
0.2,0.07943511009216309,0.0,0.988,False,38.0
0.04,0.044087886810302734,0.0,0.9875,False,38.0
0.008,0.04217982292175293,0.0,0.9865,False,38.0
0.0016,0.04151010513305664,0.0,0.989,False,38.0
625.0,0.04148101806640625,0.0,0.986,False,39.0
125.0,0.04067707061767578,0.0,0.986,False,39.0
25.0,0.039170026779174805,0.0,0.986,False,39.0
5.0,0.041142940521240234,0.0,0.986,False,39.0
1.0,0.06013298034667969,0.0,0.9845,False,39.0
0.2,0.05735206604003906,0.0,0.9865,False,39.0
0.04,0.049945831298828125,0.0,0.9855,False,39.0
0.008,0.052793025970458984,0.0,0.986,False,39.0
0.0016,0.039505958557128906,0.0,0.985,False,39.0
625.0,0.05589604377746582,0.0,0.9715,False,40.0
125.0,0.06220197677612305,0.0,0.9715,False,40.0
25.0,0.057427167892456055,0.0,0.9715,False,40.0
5.0,0.043962955474853516,0.0,0.979,False,40.0
1.0,0.0422511100769043,0.0,0.979,False,40.0
0.2,0.05559515953063965,0.0,0.979,False,40.0
0.04,0.05739092826843262,0.0,0.9805,False,40.0
0.008,0.04176592826843262,0.0,0.981,False,40.0
0.0016,0.03914999961853027,0.0,0.9815,False,40.0
625.0,0.04009604454040527,0.0,0.9805,False,41.0
125.0,0.038763999938964844,0.0,0.9805,False,41.0
25.0,0.04862809181213379,0.0,0.9805,False,41.0
5.0,0.04050397872924805,0.0,0.978,False,41.0
1.0,0.043376922607421875,0.0,0.9795,False,41.0
0.2,0.05233001708984375,0.0,0.981,False,41.0
0.04,0.042301177978515625,0.0,0.98,False,41.0
0.008,0.04604983329772949,0.0,0.9815,False,41.0
0.0016,0.0776679515838623,0.0,0.981,False,41.0
625.0,0.04290294647216797,0.0,0.986,False,42.0
125.0,0.040838003158569336,0.0,0.986,False,42.0
25.0,0.04004502296447754,0.0,0.986,False,42.0
5.0,0.040246009826660156,0.0,0.986,False,42.0
1.0,0.038787126541137695,0.0,0.986,False,42.0
0.2,0.04547309875488281,0.0,0.9875,False,42.0
0.04,0.04592394828796387,0.0,0.9855,False,42.0
0.008,0.04656195640563965,0.0,0.987,False,42.0
0.0016,0.041725873947143555,0.0,0.985,False,42.0
625.0,0.06586480140686035,0.0,0.98,False,43.0
125.0,0.05832195281982422,0.0,0.98,False,43.0
25.0,0.07222509384155273,0.0,0.98,False,43.0
5.0,0.05924487113952637,0.0,0.978,False,43.0
1.0,0.06971907615661621,0.0,0.9825,False,43.0
0.2,0.07830405235290527,0.0,0.9815,False,43.0
0.04,0.05053591728210449,0.0,0.0,False,43.0
0.008,0.04674792289733887,0.0,0.982,False,43.0
0.0016,0.04548382759094238,0.0,0.982,False,43.0
625.0,0.040145158767700195,0.0,0.9785,False,44.0
125.0,0.04267001152038574,0.0,0.9785,False,44.0
25.0,0.04133796691894531,0.0,0.9785,False,44.0
5.0,0.03910088539123535,0.0,0.9785,False,44.0
1.0,0.05151700973510742,0.0,0.9725,False,44.0
0.2,0.04464101791381836,0.0,0.977,False,44.0
0.04,0.04312300682067871,0.0,0.9805,False,44.0
0.008,0.04650092124938965,0.0,0.982,False,44.0
0.0016,0.03808403015136719,0.0,0.9825,False,44.0
625.0,0.04285478591918945,0.0,0.9555,False,45.0
125.0,0.04066896438598633,0.0,0.9555,False,45.0
25.0,0.03854107856750488,0.0,0.9555,False,45.0
5.0,0.045269012451171875,0.0,0.955,False,45.0
1.0,0.04807019233703613,0.0,0.9655,False,45.0
0.2,0.04869818687438965,0.0,0.969,False,45.0
0.04,0.054231882095336914,0.0,0.9785,False,45.0
0.008,0.042672157287597656,0.0,0.9805,False,45.0
0.0016,0.04171419143676758,0.0,0.9795,False,45.0
625.0,0.04359292984008789,0.0,0.975,False,46.0
125.0,0.03946805000305176,0.0,0.975,False,46.0
25.0,0.039357900619506836,0.0,0.975,False,46.0
5.0,0.04315900802612305,0.0,0.975,False,46.0
1.0,0.0419769287109375,0.0,0.971,False,46.0
0.2,0.048256874084472656,0.0,0.967,False,46.0
0.04,0.042765140533447266,0.0,0.977,False,46.0
0.008,0.04444122314453125,0.0,0.979,False,46.0
0.0016,0.04534006118774414,0.0,0.978,False,46.0
625.0,0.06253790855407715,0.0,0.9725,False,47.0
125.0,0.06689095497131348,0.0,0.9725,False,47.0
25.0,0.07085514068603516,0.0,0.9725,False,47.0
5.0,0.0671839714050293,0.0,0.9725,False,47.0
1.0,0.06588506698608398,0.0,0.976,False,47.0
0.2,0.06688308715820312,0.0,0.975,False,47.0
0.04,0.06373119354248047,0.0,0.976,False,47.0
0.008,0.04636216163635254,0.0,0.9775,False,47.0
0.0016,0.038413047790527344,0.0,0.973,False,47.0
625.0,0.07670402526855469,0.0,0.976,False,48.0
125.0,0.06815886497497559,0.0,0.976,False,48.0
25.0,0.06350302696228027,0.0,0.976,False,48.0
5.0,0.10182595252990723,0.0,0.976,False,48.0
1.0,0.07885384559631348,0.0,0.9795,False,48.0
0.2,0.06971502304077148,0.0,0.975,False,48.0
0.04,0.04344511032104492,0.0,0.9805,False,48.0
0.008,0.054991960525512695,0.0,0.98,False,48.0
0.0016,0.039422035217285156,0.0,0.9795,False,48.0
625.0,0.04171490669250488,0.0,0.9625,False,49.0
125.0,0.04416203498840332,0.0,0.9625,False,49.0
25.0,0.03954815864562988,0.0,0.9625,False,49.0
5.0,0.03948497772216797,0.0,0.9625,False,49.0
1.0,0.04114818572998047,0.0,0.9625,False,49.0
0.2,0.04657793045043945,0.0,0.981,False,49.0
0.04,0.04870796203613281,0.0,0.9815,False,49.0
0.008,0.04862213134765625,0.0,0.9845,False,49.0
0.0016,0.03852701187133789,0.0,0.984,False,49.0
625.0,0.04484081268310547,0.0,0.9835,False,50.0
125.0,0.04080390930175781,0.0,0.9835,False,50.0
25.0,0.04921603202819824,0.0,0.9835,False,50.0
5.0,0.039338111877441406,0.0,0.9835,False,50.0
1.0,0.04339885711669922,0.0,0.983,False,50.0
0.2,0.050331830978393555,0.0,0.9825,False,50.0
0.04,0.04410600662231445,0.0,0.98,False,50.0
0.008,0.042983055114746094,0.0,0.9835,False,50.0
0.0016,0.04285311698913574,0.0,0.979,False,50.0
625.0,0.03957414627075195,0.0,0.9825,False,51.0
125.0,0.04507803916931152,0.0,0.9825,False,51.0
25.0,0.03962588310241699,0.0,0.9825,False,51.0
5.0,0.039112091064453125,0.0,0.9825,False,51.0
1.0,0.03964996337890625,0.0,0.9835,False,51.0
0.2,0.0473170280456543,0.0,0.983,False,51.0
0.04,0.044342994689941406,0.0,0.981,False,51.0
0.008,0.05727887153625488,0.0,0.9795,False,51.0
0.0016,0.03942704200744629,0.0,0.981,False,51.0
625.0,0.0608980655670166,0.0,0.9735,False,52.0
125.0,0.0662081241607666,0.0,0.9735,False,52.0
25.0,0.05656099319458008,0.0,0.9735,False,52.0
5.0,0.05704903602600098,0.0,0.9735,False,52.0
1.0,0.06386899948120117,0.0,0.9815,False,52.0
0.2,0.0730891227722168,0.0,0.984,False,52.0
0.04,0.04633188247680664,0.0,0.9845,False,52.0
0.008,0.04164290428161621,0.0,0.985,False,52.0
0.0016,0.0442500114440918,0.0,0.9845,False,52.0
625.0,0.041023969650268555,0.0,0.983,False,53.0
125.0,0.04385781288146973,0.0,0.983,False,53.0
25.0,0.04599308967590332,0.0,0.983,False,53.0
5.0,0.03737187385559082,0.0,0.983,False,53.0
1.0,0.045822858810424805,0.0,0.9835,False,53.0
0.2,0.050727128982543945,0.0,0.983,False,53.0
0.04,0.04588603973388672,0.0,0.9835,False,53.0
0.008,0.0499420166015625,0.0,0.9805,False,53.0
0.0016,0.03831791877746582,0.0,0.983,False,53.0
625.0,0.04920506477355957,0.0,0.9725,False,54.0
125.0,0.039025068283081055,0.0,0.9715,False,54.0
25.0,0.040476083755493164,0.0,0.975,False,54.0
5.0,0.040924072265625,0.0,0.978,False,54.0
1.0,0.05575299263000488,0.0,0.979,False,54.0
0.2,0.04748797416687012,0.0,0.974,False,54.0
0.04,0.04333090782165527,0.0,0.981,False,54.0
0.008,0.0446619987487793,0.0,0.983,False,54.0
0.0016,0.04352092742919922,0.0,0.983,False,54.0
625.0,0.042549848556518555,0.0,0.982,False,55.0
125.0,0.03993487358093262,0.0,0.982,False,55.0
25.0,0.03887319564819336,0.0,0.982,False,55.0
5.0,0.04647707939147949,0.0,0.981,False,55.0
1.0,0.040246009826660156,0.0,0.9785,False,55.0
0.2,0.0501859188079834,0.0,0.979,False,55.0
0.04,0.04794907569885254,0.0,0.983,False,55.0
0.008,0.049775123596191406,0.0,0.981,False,55.0
0.0016,0.04246807098388672,0.0,0.9815,False,55.0
625.0,0.04301595687866211,0.0,0.9825,False,56.0
